Province,Prefecture,County,Date(ignore),Month,Amt
shan-dong,zao-zhuang,yi-cheng,20150801,7,44.8
shan-dong,zao-zhuang,yi-cheng,20150901,8,226.8
shan-dong,zao-zhuang,yi-cheng,20151001,9,76.9
shan-dong,zao-zhuang,yi-cheng,20151101,10,19.4
shan-dong,zao-zhuang,yi-cheng,20151201,11,107.9
shan-dong,zao-zhuang,yi-cheng,20151231,12,3.9
shan-dong,zao-zhuang,zao-zhuang,20150201,1,7.8
shan-dong,zao-zhuang,zao-zhuang,20150301,2,17.5
shan-dong,zao-zhuang,zao-zhuang,20150401,3,20.8
shan-dong,zao-zhuang,zao-zhuang,20150501,4,53.7
shan-dong,zao-zhuang,zao-zhuang,20150601,5,27.9
shan-dong,zao-zhuang,zao-zhuang,20150701,6,137.7
shan-dong,zao-zhuang,zao-zhuang,20150801,7,42.9
shan-dong,zao-zhuang,zao-zhuang,20150901,8,109.6
shan-dong,zao-zhuang,zao-zhuang,20151001,9,140.9
shan-dong,zao-zhuang,zao-zhuang,20151101,10,17.8
shan-dong,zao-zhuang,zao-zhuang,20151201,11,114
shan-dong,zao-zhuang,zao-zhuang,20151231,12,4.6
shan-dong,zao-zhuang,teng-zhou,20150201,1,7.8
shan-dong,zao-zhuang,teng-zhou,20150301,2,16.1
shan-dong,zao-zhuang,teng-zhou,20150401,3,9.3
shan-dong,zao-zhuang,teng-zhou,20150501,4,69.9
shan-dong,zao-zhuang,teng-zhou,20150601,5,55.6
shan-dong,zao-zhuang,teng-zhou,20150701,6,83
shan-dong,zao-zhuang,teng-zhou,20150801,7,34.6
shan-dong,zao-zhuang,teng-zhou,20150901,8,76.5
shan-dong,zao-zhuang,teng-zhou,20151001,9,59
shan-dong,zao-zhuang,teng-zhou,20151101,10,20.5
shan-dong,zao-zhuang,teng-zhou,20151201,11,110.5
shan-dong,zao-zhuang,teng-zhou,20151231,12,0.9
shan-dong,zao-zhuang,xue-cheng,20150201,1,8.1
shan-dong,zao-zhuang,xue-cheng,20150301,2,15.8
shan-dong,zao-zhuang,xue-cheng,20150401,3,26.6
shan-dong,zao-zhuang,xue-cheng,20150501,4,81.7
shan-dong,zao-zhuang,xue-cheng,20150601,5,32.5
shan-dong,zao-zhuang,xue-cheng,20150701,6,128.8
shan-dong,zao-zhuang,xue-cheng,20150801,7,41.1
shan-dong,zao-zhuang,xue-cheng,20150901,8,50.6
shan-dong,zao-zhuang,xue-cheng,20151001,9,78.4
shan-dong,zao-zhuang,xue-cheng,20151101,10,17.3
shan-dong,zao-zhuang,xue-cheng,20151201,11,105
shan-dong,zao-zhuang,xue-cheng,20151231,12,3.6
shan-dong,tai-an,dong-ping,20150201,1,6.4
shan-dong,tai-an,dong-ping,20150301,2,15.2
shan-dong,tai-an,dong-ping,20150401,3,7.1
shan-dong,tai-an,dong-ping,20150501,4,76.9
shan-dong,tai-an,dong-ping,20150601,5,42
shan-dong,tai-an,dong-ping,20150701,6,51.2
shan-dong,tai-an,dong-ping,20150801,7,31.4
shan-dong,tai-an,dong-ping,20150901,8,95.6
shan-dong,tai-an,dong-ping,20151001,9,7.3
shan-dong,tai-an,dong-ping,20151101,10,20
shan-dong,tai-an,dong-ping,20151201,11,84.9
shan-dong,tai-an,dong-ping,20151231,12,0.8
shan-dong,tai-an,ning-yang,20150201,1,4.8
shan-dong,tai-an,ning-yang,20150301,2,27
shan-dong,tai-an,ning-yang,20150401,3,6.2
shan-dong,tai-an,ning-yang,20150501,4,89.7
shan-dong,tai-an,ning-yang,20150601,5,39.2
shan-dong,tai-an,ning-yang,20150701,6,68.1
shan-dong,tai-an,ning-yang,20150801,7,43.6
shan-dong,tai-an,ning-yang,20150901,8,96.6
shan-dong,tai-an,ning-yang,20151001,9,17.1
shan-dong,tai-an,ning-yang,20151101,10,18.3
shan-dong,tai-an,ning-yang,20151201,11,109.9
shan-dong,tai-an,ning-yang,20151231,12,1.5
shan-dong,tai-an,xin-tai,20150201,1,4.6
shan-dong,tai-an,xin-tai,20150301,2,16.7
shan-dong,tai-an,xin-tai,20150401,3,6
shan-dong,tai-an,xin-tai,20150501,4,94.9
shan-dong,tai-an,xin-tai,20150601,5,36.2
shan-dong,tai-an,xin-tai,20150701,6,66.4
shan-dong,tai-an,xin-tai,20150801,7,84.1
shan-dong,tai-an,xin-tai,20150901,8,155.9
shan-dong,tai-an,xin-tai,20151001,9,12
shan-dong,tai-an,xin-tai,20151101,10,9.9
shan-dong,tai-an,xin-tai,20151201,11,90.6
shan-dong,tai-an,xin-tai,20151231,12,3.3
shan-dong,tai-an,tai-an,20150201,1,5.4
shan-dong,tai-an,tai-an,20150301,2,10.3
shan-dong,tai-an,tai-an,20150401,3,2.4
shan-dong,tai-an,tai-an,20150501,4,66.4
shan-dong,tai-an,tai-an,20150601,5,42.6
shan-dong,tai-an,tai-an,20150701,6,78.5
shan-dong,tai-an,tai-an,20150801,7,36.2
shan-dong,tai-an,tai-an,20150901,8,134.8
shan-dong,tai-an,tai-an,20151001,9,13.3
shan-dong,tai-an,tai-an,20151101,10,19.9
shan-dong,tai-an,tai-an,20151201,11,83.8
shan-dong,tai-an,tai-an,20151231,12,1.1
shan-dong,tai-an,fei-cheng,20150201,1,6
shan-dong,tai-an,fei-cheng,20150301,2,8.3
shan-dong,tai-an,fei-cheng,20150401,3,2.4
shan-dong,tai-an,fei-cheng,20150501,4,65.6
shan-dong,tai-an,fei-cheng,20150601,5,42.7
shan-dong,tai-an,fei-cheng,20150701,6,62.6
shan-dong,tai-an,fei-cheng,20150801,7,26.5
shan-dong,tai-an,fei-cheng,20150901,8,192.5
shan-dong,tai-an,fei-cheng,20151001,9,13
shan-dong,tai-an,fei-cheng,20151101,10,11.7
shan-dong,tai-an,fei-cheng,20151201,11,75.3
shan-dong,ji-nan,shang-he,20150201,1,4.1
shan-dong,ji-nan,shang-he,20150301,2,2.5
shan-dong,ji-nan,shang-he,20150401,3,0.5
shan-dong,ji-nan,shang-he,20150501,4,52.1
shan-dong,ji-nan,shang-he,20150601,5,39.5
shan-dong,ji-nan,shang-he,20150701,6,18.9
shan-dong,ji-nan,shang-he,20150801,7,103.2
shan-dong,ji-nan,shang-he,20150901,8,210.7
shan-dong,ji-nan,shang-he,20151001,9,37.8
shan-dong,ji-nan,shang-he,20151101,10,4.2
shan-dong,ji-nan,shang-he,20151201,11,71.3
shan-dong,ji-nan,shang-he,20151231,12,0.1
shan-dong,ji-nan,ping-yin,20150201,1,2.7
shan-dong,ji-nan,ping-yin,20150301,2,5.7
shan-dong,ji-nan,ping-yin,20150401,3,0
shan-dong,ji-nan,ping-yin,20150501,4,72.3
shan-dong,ji-nan,ping-yin,20150601,5,25.8
shan-dong,ji-nan,ping-yin,20150701,6,32.4
shan-dong,ji-nan,ping-yin,20150801,7,57.7
shan-dong,ji-nan,ping-yin,20150901,8,118.4
shan-dong,ji-nan,ping-yin,20151001,9,8
shan-dong,ji-nan,ping-yin,20151101,10,7
shan-dong,ji-nan,ping-yin,20151201,11,63.4
shan-dong,ji-nan,ji-nan,20150201,1,5.1
shan-dong,ji-nan,ji-nan,20150301,2,10.5
shan-dong,ji-nan,ji-nan,20150401,3,0.8
shan-dong,ji-nan,ji-nan,20150501,4,77.3
shan-dong,ji-nan,ji-nan,20150601,5,59
shan-dong,ji-nan,ji-nan,20150701,6,68.2
shan-dong,ji-nan,ji-nan,20150801,7,51.9
shan-dong,ji-nan,ji-nan,20150901,8,186.4
shan-dong,ji-nan,ji-nan,20151001,9,58.7
shan-dong,ji-nan,ji-nan,20151101,10,11.7
shan-dong,ji-nan,ji-nan,20151201,11,74.5
shan-dong,ji-nan,ji-yang,20150201,1,5.3
shan-dong,ji-nan,ji-yang,20150301,2,5.1
shan-dong,ji-nan,ji-yang,20150401,3,1
shan-dong,ji-nan,ji-yang,20150501,4,60.1
shan-dong,ji-nan,ji-yang,20150601,5,28.9
shan-dong,ji-nan,ji-yang,20150701,6,37.4
shan-dong,ji-nan,ji-yang,20150801,7,51.3
shan-dong,ji-nan,ji-yang,20150901,8,103
shan-dong,ji-nan,ji-yang,20151001,9,23.2
shan-dong,ji-nan,ji-yang,20151101,10,8.2
shan-dong,ji-nan,ji-yang,20151201,11,64.4
shan-dong,ji-nan,zhang-qiu,20150201,1,5.6
shan-dong,ji-nan,zhang-qiu,20150301,2,9.6
shan-dong,ji-nan,zhang-qiu,20150401,3,1.4
shan-dong,ji-nan,zhang-qiu,20150501,4,60.7
shan-dong,ji-nan,zhang-qiu,20150601,5,44.3
shan-dong,ji-nan,zhang-qiu,20150701,6,39
shan-dong,ji-nan,zhang-qiu,20150801,7,110.3
shan-dong,ji-nan,zhang-qiu,20150901,8,213.8
shan-dong,ji-nan,zhang-qiu,20151001,9,24.8
shan-dong,ji-nan,zhang-qiu,20151101,10,6.8
shan-dong,ji-nan,zhang-qiu,20151201,11,82.1
shan-dong,ji-nan,chang-qing,20150201,1,5.9
shan-dong,ji-nan,chang-qing,20150301,2,7.7
shan-dong,ji-nan,chang-qing,20150401,3,0.6
shan-dong,ji-nan,chang-qing,20150501,4,78.1
shan-dong,ji-nan,chang-qing,20150601,5,46.8
shan-dong,ji-nan,chang-qing,20150701,6,51.8
shan-dong,ji-nan,chang-qing,20150801,7,80.2
shan-dong,ji-nan,chang-qing,20150901,8,155.3
shan-dong,ji-nan,chang-qing,20151001,9,18.4
shan-dong,ji-nan,chang-qing,20151101,10,5.4
shan-dong,ji-nan,chang-qing,20151201,11,71
shan-dong,ji-ning,yan-zhou,20150201,1,5.8
shan-dong,ji-ning,yan-zhou,20150301,2,21.6
shan-dong,ji-ning,yan-zhou,20150401,3,3.3
shan-dong,ji-ning,yan-zhou,20150501,4,95.3
shan-dong,ji-ning,yan-zhou,20150601,5,41
shan-dong,ji-ning,yan-zhou,20150701,6,81.1
shan-dong,ji-ning,yan-zhou,20150801,7,77.2
shan-dong,ji-ning,yan-zhou,20150901,8,86.2
shan-dong,ji-ning,yan-zhou,20151001,9,8
shan-dong,ji-ning,yan-zhou,20151101,10,23.5
shan-dong,ji-ning,yan-zhou,20151201,11,88.6
shan-dong,ji-ning,yan-zhou,20151231,12,0.9
shan-dong,ji-ning,jia-xiang,20150201,1,5.7
shan-dong,ji-ning,jia-xiang,20150301,2,27
shan-dong,ji-ning,jia-xiang,20150401,3,4.1
shan-dong,ji-ning,jia-xiang,20150501,4,97.7
shan-dong,ji-ning,jia-xiang,20150601,5,35.4
shan-dong,ji-ning,jia-xiang,20150701,6,84
shan-dong,ji-ning,jia-xiang,20150801,7,32.6
shan-dong,ji-ning,jia-xiang,20150901,8,54
shan-dong,ji-ning,jia-xiang,20151001,9,33.1
shan-dong,ji-ning,jia-xiang,20151101,10,18.5
shan-dong,ji-ning,jia-xiang,20151201,11,118.8
shan-dong,ji-ning,jia-xiang,20151231,12,0.8
shan-dong,ji-ning,wei-shan,20150201,1,7.1
shan-dong,ji-ning,wei-shan,20150301,2,12.8
shan-dong,ji-ning,wei-shan,20150401,3,24.3
shan-dong,ji-ning,wei-shan,20150501,4,55.7
shan-dong,ji-ning,wei-shan,20150601,5,36.2
shan-dong,ji-ning,wei-shan,20150701,6,141
shan-dong,ji-ning,wei-shan,20150801,7,36.3
shan-dong,ji-ning,wei-shan,20150901,8,142.5
shan-dong,ji-ning,wei-shan,20151001,9,103.3
shan-dong,ji-ning,wei-shan,20151101,10,19.9
shan-dong,ji-ning,wei-shan,20151201,11,119.7
shan-dong,ji-ning,wei-shan,20151231,12,4.4
shan-dong,ji-ning,qu-fu,20150201,1,5.9
shan-dong,ji-ning,qu-fu,20150301,2,20.8
shan-dong,ji-ning,qu-fu,20150401,3,3.1
shan-dong,ji-ning,qu-fu,20150501,4,106.7
shan-dong,ji-ning,qu-fu,20150601,5,35.2
shan-dong,ji-ning,qu-fu,20150701,6,65.2
shan-dong,ji-ning,qu-fu,20150801,7,27.6
shan-dong,ji-ning,qu-fu,20150901,8,85.3
shan-dong,ji-ning,qu-fu,20151001,9,14.2
shan-dong,ji-ning,qu-fu,20151101,10,19.2
shan-dong,ji-ning,qu-fu,20151201,11,88.5
shan-dong,ji-ning,qu-fu,20151231,12,1.4
shan-dong,ji-ning,liang-shan,20150201,1,8.2
shan-dong,ji-ning,liang-shan,20150301,2,11.6
shan-dong,ji-ning,liang-shan,20150401,3,5.3
shan-dong,ji-ning,liang-shan,20150501,4,81.6
shan-dong,ji-ning,liang-shan,20150601,5,41.4
shan-dong,ji-ning,liang-shan,20150701,6,62.6
shan-dong,ji-ning,liang-shan,20150801,7,96.3
shan-dong,ji-ning,liang-shan,20150901,8,102.4
shan-dong,ji-ning,liang-shan,20151001,9,5
shan-dong,ji-ning,liang-shan,20151101,10,15.8
shan-dong,ji-ning,liang-shan,20151201,11,87
shan-dong,ji-ning,liang-shan,20151231,12,0.3
shan-dong,ji-ning,wen-shang,20150201,1,4.3
shan-dong,ji-ning,wen-shang,20150301,2,13.3
shan-dong,ji-ning,wen-shang,20150401,3,4.1
shan-dong,ji-ning,wen-shang,20150501,4,85.5
shan-dong,ji-ning,wen-shang,20150601,5,54.7
shan-dong,ji-ning,wen-shang,20150701,6,57.3
shan-dong,ji-ning,wen-shang,20150801,7,23.9
shan-dong,ji-ning,wen-shang,20150901,8,112.6
shan-dong,ji-ning,wen-shang,20151001,9,4.8
shan-dong,ji-ning,wen-shang,20151101,10,24.3
shan-dong,ji-ning,wen-shang,20151201,11,103.1
shan-dong,ji-ning,wen-shang,20151231,12,1.5
shan-dong,ji-ning,si-shui,20150201,1,6.5
shan-dong,ji-ning,si-shui,20150301,2,19.4
shan-dong,ji-ning,si-shui,20150401,3,2.2
shan-dong,ji-ning,si-shui,20150501,4,113.7
shan-dong,ji-ning,si-shui,20150601,5,50.7
shan-dong,ji-ning,si-shui,20150701,6,77.2
shan-dong,ji-ning,si-shui,20150801,7,34.2
shan-dong,ji-ning,si-shui,20150901,8,141.6
shan-dong,ji-ning,si-shui,20151001,9,29.2
shan-dong,ji-ning,si-shui,20151101,10,18.3
shan-dong,ji-ning,si-shui,20151201,11,104.9
shan-dong,ji-ning,si-shui,20151231,12,2.5
shan-dong,ji-ning,ji-ning,20150201,1,5.8
shan-dong,ji-ning,ji-ning,20150301,2,18.7
shan-dong,ji-ning,ji-ning,20150401,3,3
shan-dong,ji-ning,ji-ning,20150501,4,70.2
shan-dong,ji-ning,ji-ning,20150601,5,26.8
shan-dong,ji-ning,ji-ning,20150701,6,78
shan-dong,ji-ning,ji-ning,20150801,7,31.4
shan-dong,ji-ning,ji-ning,20150901,8,92.6
shan-dong,ji-ning,ji-ning,20151001,9,8.7
shan-dong,ji-ning,ji-ning,20151101,10,28.2
shan-dong,ji-ning,ji-ning,20151201,11,97.3
shan-dong,ji-ning,ji-ning,20151231,12,0.8
shan-dong,ji-ning,zou-cheng,20150201,1,5.3
shan-dong,ji-ning,zou-cheng,20150301,2,15.8
shan-dong,ji-ning,zou-cheng,20150401,3,6.8
shan-dong,ji-ning,zou-cheng,20150501,4,84.3
shan-dong,ji-ning,zou-cheng,20150601,5,58.9
shan-dong,ji-ning,zou-cheng,20150701,6,143
shan-dong,ji-ning,zou-cheng,20150801,7,27.4
shan-dong,ji-ning,zou-cheng,20150901,8,53.6
shan-dong,ji-ning,zou-cheng,20151001,9,13
shan-dong,ji-ning,zou-cheng,20151101,10,17.6
shan-dong,ji-ning,zou-cheng,20151201,11,109.9
shan-dong,ji-ning,zou-cheng,20151231,12,3.8
shan-dong,ji-ning,jin-xiang,20150201,1,6
shan-dong,ji-ning,jin-xiang,20150301,2,22.8
shan-dong,ji-ning,jin-xiang,20150401,3,5.9
shan-dong,ji-ning,jin-xiang,20150501,4,114.8
shan-dong,ji-ning,jin-xiang,20150601,5,53.1
shan-dong,ji-ning,jin-xiang,20150701,6,145.1
shan-dong,ji-ning,jin-xiang,20150801,7,42.2
shan-dong,ji-ning,jin-xiang,20150901,8,68.4
shan-dong,ji-ning,jin-xiang,20151001,9,13.9
shan-dong,ji-ning,jin-xiang,20151101,10,18.6
shan-dong,ji-ning,jin-xiang,20151201,11,86.8
shan-dong,ji-ning,jin-xiang,20151231,12,0.4
shan-dong,ji-ning,yu-tai,20150201,1,5.6
shan-dong,ji-ning,yu-tai,20150301,2,15.1
shan-dong,ji-ning,yu-tai,20150401,3,7.9
shan-dong,ji-ning,yu-tai,20150501,4,105.5
shan-dong,ji-ning,yu-tai,20150601,5,59.2
shan-dong,ji-ning,yu-tai,20150701,6,211
shan-dong,ji-ning,yu-tai,20150801,7,47.6
shan-dong,ji-ning,yu-tai,20150901,8,91.9
shan-dong,ji-ning,yu-tai,20151001,9,13.3
shan-dong,ji-ning,yu-tai,20151101,10,20.2
shan-dong,ji-ning,yu-tai,20151201,11,119.2
shan-dong,ji-ning,yu-tai,20151231,12,0.5
shan-dong,zi-bo,lin-zi,20150201,1,9.2
shan-dong,zi-bo,lin-zi,20150301,2,10.6
shan-dong,zi-bo,lin-zi,20150401,3,3.9
shan-dong,zi-bo,lin-zi,20150501,4,60.6
shan-dong,zi-bo,lin-zi,20150601,5,34.1
shan-dong,zi-bo,lin-zi,20150701,6,33.3
shan-dong,zi-bo,lin-zi,20150801,7,87.7
shan-dong,zi-bo,lin-zi,20150901,8,199.7
shan-dong,zi-bo,lin-zi,20151001,9,27.2
shan-dong,zi-bo,lin-zi,20151101,10,6.8
shan-dong,zi-bo,lin-zi,20151201,11,112.7
shan-dong,zi-bo,lin-zi,20151231,12,0.2
shan-dong,zi-bo,bo-shan,20150201,1,0
shan-dong,zi-bo,bo-shan,20150301,2,0
shan-dong,zi-bo,bo-shan,20150401,3,0
shan-dong,zi-bo,bo-shan,20150501,4,58.5
shan-dong,zi-bo,bo-shan,20150601,5,36.3
shan-dong,zi-bo,bo-shan,20150701,6,45
shan-dong,zi-bo,bo-shan,20150801,7,109.2
shan-dong,zi-bo,bo-shan,20150901,8,179.2
shan-dong,zi-bo,bo-shan,20151001,9,43.7
shan-dong,zi-bo,bo-shan,20151101,10,5.6
shan-dong,zi-bo,bo-shan,20151201,11,124.3
shan-dong,zi-bo,bo-shan,20151231,12,0.1
shan-dong,zi-bo,zhou-cun,20150201,1,6.6
shan-dong,zi-bo,zhou-cun,20150301,2,10.1
shan-dong,zi-bo,zhou-cun,20150401,3,3.1
shan-dong,zi-bo,zhou-cun,20150501,4,62.9
shan-dong,zi-bo,zhou-cun,20150601,5,46.9
shan-dong,zi-bo,zhou-cun,20150701,6,37.2
shan-dong,zi-bo,zhou-cun,20150801,7,47.1
shan-dong,zi-bo,zhou-cun,20150901,8,202.7
shan-dong,zi-bo,zhou-cun,20151001,9,57.6
shan-dong,zi-bo,zhou-cun,20151101,10,5.6
shan-dong,zi-bo,zhou-cun,20151201,11,120
shan-dong,zi-bo,huan-tai,20150201,1,0
shan-dong,zi-bo,huan-tai,20150301,2,7
shan-dong,zi-bo,huan-tai,20150401,3,1.2
shan-dong,zi-bo,huan-tai,20150501,4,52.8
shan-dong,zi-bo,huan-tai,20150601,5,46.5
shan-dong,zi-bo,huan-tai,20150701,6,25.7
shan-dong,zi-bo,huan-tai,20150801,7,125.5
shan-dong,zi-bo,huan-tai,20150901,8,104.8
shan-dong,zi-bo,huan-tai,20151001,9,11.3
shan-dong,zi-bo,huan-tai,20151101,10,5.8
shan-dong,zi-bo,huan-tai,20151201,11,101.8
shan-dong,zi-bo,yi-yuan,20150201,1,4.5
shan-dong,zi-bo,yi-yuan,20150301,2,16.2
shan-dong,zi-bo,yi-yuan,20150401,3,2.8
shan-dong,zi-bo,yi-yuan,20150501,4,81.9
shan-dong,zi-bo,yi-yuan,20150601,5,31.4
shan-dong,zi-bo,yi-yuan,20150701,6,77.9
shan-dong,zi-bo,yi-yuan,20150801,7,133.5
shan-dong,zi-bo,yi-yuan,20150901,8,100.8
shan-dong,zi-bo,yi-yuan,20151001,9,29.5
shan-dong,zi-bo,yi-yuan,20151101,10,5.9
shan-dong,zi-bo,yi-yuan,20151201,11,79.2
shan-dong,zi-bo,yi-yuan,20151231,12,1.9
shan-dong,zi-bo,zi-bo,20150201,1,6.5
shan-dong,zi-bo,zi-bo,20150301,2,8.5
shan-dong,zi-bo,zi-bo,20150401,3,2.9
shan-dong,zi-bo,zi-bo,20150501,4,62.3
shan-dong,zi-bo,zi-bo,20150601,5,35.8
shan-dong,zi-bo,zi-bo,20150701,6,21.4
shan-dong,zi-bo,zi-bo,20150801,7,80.3
shan-dong,zi-bo,zi-bo,20150901,8,221.7
shan-dong,zi-bo,zi-bo,20151001,9,14.8
shan-dong,zi-bo,zi-bo,20151101,10,4.5
shan-dong,zi-bo,zi-bo,20151201,11,115.7
shan-dong,zi-bo,zi-chuan,20150201,1,6.9
shan-dong,zi-bo,zi-chuan,20150301,2,11
shan-dong,zi-bo,zi-chuan,20150401,3,1.7
shan-dong,zi-bo,zi-chuan,20150501,4,70.9
shan-dong,zi-bo,zi-chuan,20150601,5,36.4
shan-dong,zi-bo,zi-chuan,20150701,6,37
shan-dong,zi-bo,zi-chuan,20150801,7,90.8
shan-dong,zi-bo,zi-chuan,20150901,8,173.1
shan-dong,zi-bo,zi-chuan,20151001,9,86.9
shan-dong,zi-bo,zi-chuan,20151101,10,7.2
shan-dong,zi-bo,zi-chuan,20151201,11,116.3
shan-dong,zi-bo,zi-chuan,20151231,12,0.1
shan-dong,zi-bo,gao-qing,20150201,1,8
shan-dong,zi-bo,gao-qing,20150301,2,3.8
shan-dong,zi-bo,gao-qing,20150401,3,0.6
shan-dong,zi-bo,gao-qing,20150501,4,43.2
shan-dong,zi-bo,gao-qing,20150601,5,72.1
shan-dong,zi-bo,gao-qing,20150701,6,32.6
shan-dong,zi-bo,gao-qing,20150801,7,107.4
shan-dong,zi-bo,gao-qing,20150901,8,159.6
shan-dong,zi-bo,gao-qing,20151001,9,11.3
shan-dong,zi-bo,gao-qing,20151101,10,4.6
shan-dong,zi-bo,gao-qing,20151201,11,84.5
shan-dong,bin-zhou,bo-xing,20150201,1,10.1
shan-dong,bin-zhou,bo-xing,20150301,2,4.7
shan-dong,bin-zhou,bo-xing,20150401,3,0.6
shan-dong,bin-zhou,bo-xing,20150501,4,50.9
shan-dong,bin-zhou,bo-xing,20150601,5,40.8
shan-dong,bin-zhou,bo-xing,20150701,6,29.8
shan-dong,bin-zhou,bo-xing,20150801,7,75.8
shan-dong,bin-zhou,bo-xing,20150901,8,139.7
shan-dong,bin-zhou,bo-xing,20151001,9,12.5
shan-dong,bin-zhou,bo-xing,20151101,10,4.9
shan-dong,bin-zhou,bo-xing,20151201,11,98.8
shan-dong,bin-zhou,bo-xing,20151231,12,0.1
shan-dong,bin-zhou,hui-min,20150201,1,3.5
shan-dong,bin-zhou,hui-min,20150301,2,2.6
shan-dong,bin-zhou,hui-min,20150401,3,0.6
shan-dong,bin-zhou,hui-min,20150501,4,49
shan-dong,bin-zhou,hui-min,20150601,5,37.6
shan-dong,bin-zhou,hui-min,20150701,6,43.6
shan-dong,bin-zhou,hui-min,20150801,7,149.6
shan-dong,bin-zhou,hui-min,20150901,8,348.7
shan-dong,bin-zhou,hui-min,20151001,9,6.3
shan-dong,bin-zhou,hui-min,20151101,10,7.6
shan-dong,bin-zhou,hui-min,20151201,11,66.6
shan-dong,bin-zhou,hui-min,20151231,12,0.2
shan-dong,bin-zhou,wu-di,20150201,1,5.4
shan-dong,bin-zhou,wu-di,20150301,2,4.2
shan-dong,bin-zhou,wu-di,20150401,3,0
shan-dong,bin-zhou,wu-di,20150501,4,53.9
shan-dong,bin-zhou,wu-di,20150601,5,54.6
shan-dong,bin-zhou,wu-di,20150701,6,27.2
shan-dong,bin-zhou,wu-di,20150801,7,184.4
shan-dong,bin-zhou,wu-di,20150901,8,206.6
shan-dong,bin-zhou,wu-di,20151001,9,25.6
shan-dong,bin-zhou,wu-di,20151101,10,7.7
shan-dong,bin-zhou,wu-di,20151201,11,84.8
shan-dong,bin-zhou,wu-di,20151231,12,0.2
shan-dong,bin-zhou,zhan-hua,20150201,1,7.4
shan-dong,bin-zhou,zhan-hua,20150301,2,3.3
shan-dong,bin-zhou,zhan-hua,20150401,3,0
shan-dong,bin-zhou,zhan-hua,20150501,4,49.2
shan-dong,bin-zhou,zhan-hua,20150601,5,41.3
shan-dong,bin-zhou,zhan-hua,20150701,6,39.6
shan-dong,bin-zhou,zhan-hua,20150801,7,91
shan-dong,bin-zhou,zhan-hua,20150901,8,264.1
shan-dong,bin-zhou,zhan-hua,20151001,9,12.5
shan-dong,bin-zhou,zhan-hua,20151101,10,5.6
shan-dong,bin-zhou,zhan-hua,20151201,11,69.1
shan-dong,bin-zhou,zhan-hua,20151231,12,0.2
shan-dong,bin-zhou,bin-zhou,20150201,1,8
shan-dong,bin-zhou,bin-zhou,20150301,2,3.8
shan-dong,bin-zhou,bin-zhou,20150401,3,0
shan-dong,bin-zhou,bin-zhou,20150501,4,55.6
shan-dong,bin-zhou,bin-zhou,20150601,5,37.2
shan-dong,bin-zhou,bin-zhou,20150701,6,30.7
shan-dong,bin-zhou,bin-zhou,20150801,7,142.9
shan-dong,bin-zhou,bin-zhou,20150901,8,252.2
shan-dong,bin-zhou,bin-zhou,20151001,9,22.3
shan-dong,bin-zhou,bin-zhou,20151101,10,6.1
shan-dong,bin-zhou,bin-zhou,20151201,11,71.2
shan-dong,bin-zhou,zou-ping,20150201,1,5.4
shan-dong,bin-zhou,zou-ping,20150301,2,6.7
shan-dong,bin-zhou,zou-ping,20150401,3,1.4
shan-dong,bin-zhou,zou-ping,20150501,4,64.1
shan-dong,bin-zhou,zou-ping,20150601,5,39.7
shan-dong,bin-zhou,zou-ping,20150701,6,29.8
shan-dong,bin-zhou,zou-ping,20150801,7,172.3
shan-dong,bin-zhou,zou-ping,20150901,8,119.8
shan-dong,bin-zhou,zou-ping,20151001,9,74.9
shan-dong,bin-zhou,zou-ping,20151101,10,3.4
shan-dong,bin-zhou,zou-ping,20151201,11,119.1
shan-dong,bin-zhou,yang-xin,20150201,1,4.3
shan-dong,bin-zhou,yang-xin,20150301,2,3.1
shan-dong,bin-zhou,yang-xin,20150401,3,0.1
shan-dong,bin-zhou,yang-xin,20150501,4,49.1
shan-dong,bin-zhou,yang-xin,20150601,5,28.7
shan-dong,bin-zhou,yang-xin,20150701,6,42.9
shan-dong,bin-zhou,yang-xin,20150801,7,91.5
shan-dong,bin-zhou,yang-xin,20150901,8,238.7
shan-dong,bin-zhou,yang-xin,20151001,9,8.2
shan-dong,bin-zhou,yang-xin,20151101,10,9.1
shan-dong,bin-zhou,yang-xin,20151201,11,78.1
shan-dong,bin-zhou,yang-xin,20151231,12,0.3
shan-dong,wei-fang,lin-qu,20150201,1,7.8
shan-dong,wei-fang,lin-qu,20150301,2,11.7
shan-dong,wei-fang,lin-qu,20150401,3,2.5
shan-dong,wei-fang,lin-qu,20150501,4,79
shan-dong,wei-fang,lin-qu,20150601,5,25.3
shan-dong,wei-fang,lin-qu,20150701,6,35.2
shan-dong,wei-fang,lin-qu,20150801,7,77.2
shan-dong,wei-fang,lin-qu,20150901,8,60.3
shan-dong,wei-fang,lin-qu,20151001,9,14.7
shan-dong,wei-fang,lin-qu,20151101,10,7.3
shan-dong,wei-fang,lin-qu,20151201,11,94.6
shan-dong,wei-fang,lin-qu,20151231,12,0.3
shan-dong,wei-fang,an-qiu,20150201,1,5.2
shan-dong,wei-fang,an-qiu,20150301,2,11
shan-dong,wei-fang,an-qiu,20150401,3,4.4
shan-dong,wei-fang,an-qiu,20150501,4,57.5
shan-dong,wei-fang,an-qiu,20150601,5,29.2
shan-dong,wei-fang,an-qiu,20150701,6,41.7
shan-dong,wei-fang,an-qiu,20150801,7,40.2
shan-dong,wei-fang,an-qiu,20150901,8,48.8
