Province,Prefecture,County,Date(ignore),Month,Amt
shang-hai,shang-hai,shang-hai,20150201,1,53.6
shang-hai,shang-hai,shang-hai,20150301,2,81.8
shang-hai,shang-hai,shang-hai,20150401,3,95.3
shang-hai,shang-hai,shang-hai,20150501,4,85.4
shang-hai,shang-hai,shang-hai,20150601,5,100.6
shang-hai,shang-hai,shang-hai,20150701,6,377.7
shang-hai,shang-hai,shang-hai,20150801,7,205.5
shang-hai,shang-hai,shang-hai,20150901,8,252.7
shang-hai,shang-hai,shang-hai,20151001,9,119.8
shang-hai,shang-hai,shang-hai,20151101,10,77.4
shang-hai,shang-hai,shang-hai,20151201,11,106.4
shang-hai,shang-hai,shang-hai,20151231,12,73.9
shang-hai,shang-hai,jia-ding,20150201,1,54.8
shang-hai,shang-hai,jia-ding,20150301,2,78.2
shang-hai,shang-hai,jia-ding,20150401,3,93.7
shang-hai,shang-hai,jia-ding,20150501,4,86.1
shang-hai,shang-hai,jia-ding,20150601,5,120.6
shang-hai,shang-hai,jia-ding,20150701,6,433.4
shang-hai,shang-hai,jia-ding,20150801,7,166.2
shang-hai,shang-hai,jia-ding,20150901,8,308.8
shang-hai,shang-hai,jia-ding,20151001,9,107
shang-hai,shang-hai,jia-ding,20151101,10,44
shang-hai,shang-hai,jia-ding,20151201,11,96.3
shang-hai,shang-hai,jia-ding,20151231,12,72.1
shang-hai,shang-hai,feng-xian,20150201,1,52.3
shang-hai,shang-hai,feng-xian,20150301,2,103.5
shang-hai,shang-hai,feng-xian,20150401,3,103.3
shang-hai,shang-hai,feng-xian,20150501,4,117.5
shang-hai,shang-hai,feng-xian,20150601,5,103
shang-hai,shang-hai,feng-xian,20150701,6,214.9
shang-hai,shang-hai,feng-xian,20150801,7,226.5
shang-hai,shang-hai,feng-xian,20150901,8,252.8
shang-hai,shang-hai,feng-xian,20151001,9,139.4
shang-hai,shang-hai,feng-xian,20151101,10,74.9
shang-hai,shang-hai,feng-xian,20151201,11,153.9
shang-hai,shang-hai,feng-xian,20151231,12,87.3
shang-hai,shang-hai,bao-shan,20150201,1,57.4
shang-hai,shang-hai,bao-shan,20150301,2,79.1
shang-hai,shang-hai,bao-shan,20150401,3,91.7
shang-hai,shang-hai,bao-shan,20150501,4,87.6
shang-hai,shang-hai,bao-shan,20150601,5,131.4
shang-hai,shang-hai,bao-shan,20150701,6,462
shang-hai,shang-hai,bao-shan,20150801,7,171.7
shang-hai,shang-hai,bao-shan,20150901,8,122.5
shang-hai,shang-hai,bao-shan,20151001,9,135.4
shang-hai,shang-hai,bao-shan,20151101,10,48.1
shang-hai,shang-hai,bao-shan,20151201,11,110.4
shang-hai,shang-hai,bao-shan,20151231,12,76.3
shang-hai,shang-hai,chong-ming,20150201,1,40.7
shang-hai,shang-hai,chong-ming,20150301,2,73.7
shang-hai,shang-hai,chong-ming,20150401,3,100.5
shang-hai,shang-hai,chong-ming,20150501,4,86.5
shang-hai,shang-hai,chong-ming,20150601,5,80.3
shang-hai,shang-hai,chong-ming,20150701,6,621.1
shang-hai,shang-hai,chong-ming,20150801,7,157.9
shang-hai,shang-hai,chong-ming,20150901,8,103.9
shang-hai,shang-hai,chong-ming,20151001,9,137.7
shang-hai,shang-hai,chong-ming,20151101,10,56.6
shang-hai,shang-hai,chong-ming,20151201,11,136.1
shang-hai,shang-hai,chong-ming,20151231,12,91
shang-hai,shang-hai,xu-hui,20150201,1,53.6
shang-hai,shang-hai,xu-hui,20150301,2,81.8
shang-hai,shang-hai,xu-hui,20150401,3,95.3
shang-hai,shang-hai,xu-hui,20150501,4,85.4
shang-hai,shang-hai,xu-hui,20150601,5,100.6
shang-hai,shang-hai,xu-hui,20150701,6,377.7
shang-hai,shang-hai,xu-hui,20150801,7,205.5
shang-hai,shang-hai,xu-hui,20150901,8,252.7
shang-hai,shang-hai,xu-hui,20151001,9,119.8
shang-hai,shang-hai,xu-hui,20151101,10,77.4
shang-hai,shang-hai,xu-hui,20151201,11,106.4
shang-hai,shang-hai,xu-hui,20151231,12,73.9
shang-hai,shang-hai,song-jiang,20150201,1,55.1
shang-hai,shang-hai,song-jiang,20150301,2,100
shang-hai,shang-hai,song-jiang,20150401,3,121.2
shang-hai,shang-hai,song-jiang,20150501,4,96.1
shang-hai,shang-hai,song-jiang,20150601,5,104
shang-hai,shang-hai,song-jiang,20150701,6,263.1
shang-hai,shang-hai,song-jiang,20150801,7,137.1
shang-hai,shang-hai,song-jiang,20150901,8,179.7
shang-hai,shang-hai,song-jiang,20151001,9,149.1
shang-hai,shang-hai,song-jiang,20151101,10,87.2
shang-hai,shang-hai,song-jiang,20151201,11,116.9
shang-hai,shang-hai,song-jiang,20151231,12,70.8
shang-hai,shang-hai,pu-dong-xin-qu,20150201,1,63.5
shang-hai,shang-hai,pu-dong-xin-qu,20150301,2,98.6
shang-hai,shang-hai,pu-dong-xin-qu,20150401,3,127.8
shang-hai,shang-hai,pu-dong-xin-qu,20150501,4,110.1
shang-hai,shang-hai,pu-dong-xin-qu,20150601,5,73.9
shang-hai,shang-hai,pu-dong-xin-qu,20150701,6,276.1
shang-hai,shang-hai,pu-dong-xin-qu,20150801,7,240.6
shang-hai,shang-hai,pu-dong-xin-qu,20150901,8,336.6
shang-hai,shang-hai,pu-dong-xin-qu,20151001,9,129.3
shang-hai,shang-hai,pu-dong-xin-qu,20151101,10,113.5
shang-hai,shang-hai,pu-dong-xin-qu,20151201,11,130.8
shang-hai,shang-hai,pu-dong-xin-qu,20151231,12,70.7
shang-hai,shang-hai,jin-shan,20150201,1,57.8
shang-hai,shang-hai,jin-shan,20150301,2,108.9
shang-hai,shang-hai,jin-shan,20150401,3,113.8
shang-hai,shang-hai,jin-shan,20150501,4,137.8
shang-hai,shang-hai,jin-shan,20150601,5,109.6
shang-hai,shang-hai,jin-shan,20150701,6,219.4
shang-hai,shang-hai,jin-shan,20150801,7,272.1
shang-hai,shang-hai,jin-shan,20150901,8,239.2
shang-hai,shang-hai,jin-shan,20151001,9,170
shang-hai,shang-hai,jin-shan,20151101,10,81
shang-hai,shang-hai,jin-shan,20151201,11,135.7
shang-hai,shang-hai,jin-shan,20151231,12,81.4
shang-hai,shang-hai,min-xing,20150201,1,56.3
shang-hai,shang-hai,min-xing,20150301,2,90.3
shang-hai,shang-hai,min-xing,20150401,3,106.2
shang-hai,shang-hai,min-xing,20150501,4,82.5
shang-hai,shang-hai,min-xing,20150601,5,90.9
shang-hai,shang-hai,min-xing,20150701,6,313.8
shang-hai,shang-hai,min-xing,20150801,7,208.7
shang-hai,shang-hai,min-xing,20150901,8,208.7
shang-hai,shang-hai,min-xing,20151001,9,135.2
shang-hai,shang-hai,min-xing,20151101,10,95.2
shang-hai,shang-hai,min-xing,20151201,11,131.6
shang-hai,shang-hai,min-xing,20151231,12,77.3
shang-hai,shang-hai,qing-pu,20150201,1,57.2
shang-hai,shang-hai,qing-pu,20150301,2,90
shang-hai,shang-hai,qing-pu,20150401,3,101.8
shang-hai,shang-hai,qing-pu,20150501,4,80.2
shang-hai,shang-hai,qing-pu,20150601,5,104
shang-hai,shang-hai,qing-pu,20150701,6,320.7
shang-hai,shang-hai,qing-pu,20150801,7,120.1
shang-hai,shang-hai,qing-pu,20150901,8,264.3
shang-hai,shang-hai,qing-pu,20151001,9,118.2
shang-hai,shang-hai,qing-pu,20151101,10,78
shang-hai,shang-hai,qing-pu,20151201,11,102.4
shang-hai,shang-hai,qing-pu,20151231,12,77.2
yun-nan,lin-cang,lin-cang,20150201,1,177.8
yun-nan,lin-cang,lin-cang,20150301,2,3.6
yun-nan,lin-cang,lin-cang,20150401,3,14
yun-nan,lin-cang,lin-cang,20150501,4,30.3
yun-nan,lin-cang,lin-cang,20150601,5,31.3
yun-nan,lin-cang,lin-cang,20150701,6,94
yun-nan,lin-cang,lin-cang,20150801,7,254.9
yun-nan,lin-cang,lin-cang,20150901,8,181.3
yun-nan,lin-cang,lin-cang,20151001,9,179.4
yun-nan,lin-cang,lin-cang,20151101,10,102.7
yun-nan,lin-cang,lin-cang,20151201,11,42.8
yun-nan,lin-cang,lin-cang,20151231,12,30.1
yun-nan,lin-cang,yun-xian,20150201,1,121.3
yun-nan,lin-cang,yun-xian,20150301,2,4
yun-nan,lin-cang,yun-xian,20150401,3,24.5
yun-nan,lin-cang,yun-xian,20150501,4,39.3
yun-nan,lin-cang,yun-xian,20150601,5,2.6
yun-nan,lin-cang,yun-xian,20150701,6,24.3
yun-nan,lin-cang,yun-xian,20150801,7,214.8
yun-nan,lin-cang,yun-xian,20150901,8,150.8
yun-nan,lin-cang,yun-xian,20151001,9,142.7
yun-nan,lin-cang,yun-xian,20151101,10,88.8
yun-nan,lin-cang,yun-xian,20151201,11,19.7
yun-nan,lin-cang,yun-xian,20151231,12,14.3
yun-nan,lin-cang,feng-qing,20150201,1,173.4
yun-nan,lin-cang,feng-qing,20150301,2,7.2
yun-nan,lin-cang,feng-qing,20150401,3,38.3
yun-nan,lin-cang,feng-qing,20150501,4,56.1
yun-nan,lin-cang,feng-qing,20150601,5,4.5
yun-nan,lin-cang,feng-qing,20150701,6,61.9
yun-nan,lin-cang,feng-qing,20150801,7,240
yun-nan,lin-cang,feng-qing,20150901,8,189
yun-nan,lin-cang,feng-qing,20151001,9,188.1
yun-nan,lin-cang,feng-qing,20151101,10,173.4
yun-nan,lin-cang,feng-qing,20151201,11,32.1
yun-nan,lin-cang,feng-qing,20151231,12,23.4
yun-nan,lin-cang,shuang-jiang,20150201,1,212.3
yun-nan,lin-cang,shuang-jiang,20150301,2,6.9
yun-nan,lin-cang,shuang-jiang,20150401,3,5
yun-nan,lin-cang,shuang-jiang,20150501,4,35.4
yun-nan,lin-cang,shuang-jiang,20150601,5,79.6
yun-nan,lin-cang,shuang-jiang,20150701,6,53.2
yun-nan,lin-cang,shuang-jiang,20150801,7,237.6
yun-nan,lin-cang,shuang-jiang,20150901,8,146.2
yun-nan,lin-cang,shuang-jiang,20151001,9,52.7
yun-nan,lin-cang,shuang-jiang,20151101,10,89
yun-nan,lin-cang,shuang-jiang,20151201,11,91.1
yun-nan,lin-cang,shuang-jiang,20151231,12,35.2
yun-nan,lin-cang,yong-de,20150201,1,155.9
yun-nan,lin-cang,yong-de,20150301,2,9.9
yun-nan,lin-cang,yong-de,20150401,3,23
yun-nan,lin-cang,yong-de,20150501,4,68.8
yun-nan,lin-cang,yong-de,20150601,5,34.4
yun-nan,lin-cang,yong-de,20150701,6,76.7
yun-nan,lin-cang,yong-de,20150801,7,288.3
yun-nan,lin-cang,yong-de,20150901,8,182.7
yun-nan,lin-cang,yong-de,20151001,9,58.4
yun-nan,lin-cang,yong-de,20151101,10,61.6
yun-nan,lin-cang,yong-de,20151201,11,20.1
yun-nan,lin-cang,yong-de,20151231,12,20.6
yun-nan,lin-cang,cang-yuan,20150201,1,241.2
yun-nan,lin-cang,cang-yuan,20150301,2,7
yun-nan,lin-cang,cang-yuan,20150401,3,7.6
yun-nan,lin-cang,cang-yuan,20150501,4,82.5
yun-nan,lin-cang,cang-yuan,20150601,5,78.5
yun-nan,lin-cang,cang-yuan,20150701,6,200.1
yun-nan,lin-cang,cang-yuan,20150801,7,321.1
yun-nan,lin-cang,cang-yuan,20150901,8,255.7
yun-nan,lin-cang,cang-yuan,20151001,9,146.9
yun-nan,lin-cang,cang-yuan,20151101,10,75.9
yun-nan,lin-cang,cang-yuan,20151201,11,55.5
yun-nan,lin-cang,cang-yuan,20151231,12,31.7
yun-nan,lin-cang,geng-ma,20150201,1,179.1
yun-nan,lin-cang,geng-ma,20150301,2,3.7
yun-nan,lin-cang,geng-ma,20150401,3,9.8
yun-nan,lin-cang,geng-ma,20150501,4,43.2
yun-nan,lin-cang,geng-ma,20150601,5,48.1
yun-nan,lin-cang,geng-ma,20150701,6,106.1
yun-nan,lin-cang,geng-ma,20150801,7,294.4
yun-nan,lin-cang,geng-ma,20150901,8,199.3
yun-nan,lin-cang,geng-ma,20151001,9,73.3
yun-nan,lin-cang,geng-ma,20151101,10,56.2
yun-nan,lin-cang,geng-ma,20151201,11,67.5
yun-nan,lin-cang,geng-ma,20151231,12,27.9
yun-nan,lin-cang,zhen-kang,20150201,1,128.3
yun-nan,lin-cang,zhen-kang,20150301,2,2.9
yun-nan,lin-cang,zhen-kang,20150401,3,16.3
yun-nan,lin-cang,zhen-kang,20150501,4,69.5
yun-nan,lin-cang,zhen-kang,20150601,5,53.4
yun-nan,lin-cang,zhen-kang,20150701,6,151.1
yun-nan,lin-cang,zhen-kang,20150801,7,391.3
yun-nan,lin-cang,zhen-kang,20150901,8,184.6
yun-nan,lin-cang,zhen-kang,20151001,9,144
yun-nan,lin-cang,zhen-kang,20151101,10,86.2
yun-nan,lin-cang,zhen-kang,20151201,11,35.3
yun-nan,lin-cang,zhen-kang,20151231,12,17.5
yun-nan,li-jiang,li-jiang,20150201,1,9.6
yun-nan,li-jiang,li-jiang,20150301,2,0
yun-nan,li-jiang,li-jiang,20150401,3,0.5
yun-nan,li-jiang,li-jiang,20150501,4,25.6
yun-nan,li-jiang,li-jiang,20150601,5,14
yun-nan,li-jiang,li-jiang,20150701,6,34.2
yun-nan,li-jiang,li-jiang,20150801,7,128.7
yun-nan,li-jiang,li-jiang,20150901,8,277.9
yun-nan,li-jiang,li-jiang,20151001,9,229.3
yun-nan,li-jiang,li-jiang,20151101,10,89.1
yun-nan,li-jiang,li-jiang,20151201,11,1.5
yun-nan,li-jiang,li-jiang,20151231,12,1.3
yun-nan,li-jiang,hua-ping,20150201,1,61.5
yun-nan,li-jiang,hua-ping,20150301,2,0
yun-nan,li-jiang,hua-ping,20150401,3,12
yun-nan,li-jiang,hua-ping,20150501,4,21.5
yun-nan,li-jiang,hua-ping,20150601,5,21.7
yun-nan,li-jiang,hua-ping,20150701,6,44.8
yun-nan,li-jiang,hua-ping,20150801,7,227.9
yun-nan,li-jiang,hua-ping,20150901,8,449.3
yun-nan,li-jiang,hua-ping,20151001,9,262.2
yun-nan,li-jiang,hua-ping,20151101,10,135.9
yun-nan,li-jiang,hua-ping,20151201,11,8.4
yun-nan,li-jiang,hua-ping,20151231,12,16.8
yun-nan,li-jiang,ning-lang,20150201,1,16.2
yun-nan,li-jiang,ning-lang,20150301,2,0
yun-nan,li-jiang,ning-lang,20150401,3,1
yun-nan,li-jiang,ning-lang,20150501,4,52.2
yun-nan,li-jiang,ning-lang,20150601,5,12.1
yun-nan,li-jiang,ning-lang,20150701,6,56.7
yun-nan,li-jiang,ning-lang,20150801,7,233.1
yun-nan,li-jiang,ning-lang,20150901,8,239.9
yun-nan,li-jiang,ning-lang,20151001,9,201
yun-nan,li-jiang,ning-lang,20151101,10,73.1
yun-nan,li-jiang,ning-lang,20151201,11,0.1
yun-nan,li-jiang,ning-lang,20151231,12,3.3
yun-nan,li-jiang,yong-sheng,20150201,1,33.9
yun-nan,li-jiang,yong-sheng,20150301,2,0
yun-nan,li-jiang,yong-sheng,20150401,3,0.1
yun-nan,li-jiang,yong-sheng,20150501,4,12.1
yun-nan,li-jiang,yong-sheng,20150601,5,9.9
yun-nan,li-jiang,yong-sheng,20150701,6,16.6
yun-nan,li-jiang,yong-sheng,20150801,7,148.5
yun-nan,li-jiang,yong-sheng,20150901,8,277.9
yun-nan,li-jiang,yong-sheng,20151001,9,119.2
yun-nan,li-jiang,yong-sheng,20151101,10,112.3
yun-nan,li-jiang,yong-sheng,20151201,11,4.9
yun-nan,li-jiang,yong-sheng,20151231,12,4.5
yun-nan,bao-shan,bao-shan,20150201,1,81.1
yun-nan,bao-shan,bao-shan,20150301,2,1.5
yun-nan,bao-shan,bao-shan,20150401,3,21.5
yun-nan,bao-shan,bao-shan,20150501,4,39.3
yun-nan,bao-shan,bao-shan,20150601,5,2.7
yun-nan,bao-shan,bao-shan,20150701,6,26.9
yun-nan,bao-shan,bao-shan,20150801,7,209.7
yun-nan,bao-shan,bao-shan,20150901,8,165.3
yun-nan,bao-shan,bao-shan,20151001,9,113.2
yun-nan,bao-shan,bao-shan,20151101,10,118.5
yun-nan,bao-shan,bao-shan,20151201,11,12.8
yun-nan,bao-shan,bao-shan,20151231,12,10.2
yun-nan,bao-shan,shi-dian,20150201,1,95.2
yun-nan,bao-shan,shi-dian,20150301,2,3.9
yun-nan,bao-shan,shi-dian,20150401,3,18.7
yun-nan,bao-shan,shi-dian,20150501,4,77.4
yun-nan,bao-shan,shi-dian,20150601,5,1.9
yun-nan,bao-shan,shi-dian,20150701,6,35.5
yun-nan,bao-shan,shi-dian,20150801,7,205.2
yun-nan,bao-shan,shi-dian,20150901,8,124.4
yun-nan,bao-shan,shi-dian,20151001,9,107.1
yun-nan,bao-shan,shi-dian,20151101,10,109.3
yun-nan,bao-shan,shi-dian,20151201,11,15.5
yun-nan,bao-shan,shi-dian,20151231,12,19.1
yun-nan,bao-shan,chang-ning,20150201,1,121.2
yun-nan,bao-shan,chang-ning,20150301,2,0.1
yun-nan,bao-shan,chang-ning,20150401,3,24.6
yun-nan,bao-shan,chang-ning,20150501,4,60.3
yun-nan,bao-shan,chang-ning,20150601,5,2.7
yun-nan,bao-shan,chang-ning,20150701,6,107
yun-nan,bao-shan,chang-ning,20150801,7,182.5
yun-nan,bao-shan,chang-ning,20150901,8,179.1
yun-nan,bao-shan,chang-ning,20151001,9,116.1
yun-nan,bao-shan,chang-ning,20151101,10,127.9
yun-nan,bao-shan,chang-ning,20151201,11,17.5
yun-nan,bao-shan,chang-ning,20151231,12,20
yun-nan,bao-shan,teng-chong,20150201,1,76.9
yun-nan,bao-shan,teng-chong,20150301,2,0.2
yun-nan,bao-shan,teng-chong,20150401,3,25.4
yun-nan,bao-shan,teng-chong,20150501,4,89.5
yun-nan,bao-shan,teng-chong,20150601,5,14.7
yun-nan,bao-shan,teng-chong,20150701,6,203.7
yun-nan,bao-shan,teng-chong,20150801,7,263.5
yun-nan,bao-shan,teng-chong,20150901,8,180.3
yun-nan,bao-shan,teng-chong,20151001,9,245
yun-nan,bao-shan,teng-chong,20151101,10,132.6
yun-nan,bao-shan,teng-chong,20151201,11,11.6
yun-nan,bao-shan,teng-chong,20151231,12,39.6
yun-nan,bao-shan,long-ling,20150201,1,90.6
yun-nan,bao-shan,long-ling,20150301,2,6.8
yun-nan,bao-shan,long-ling,20150401,3,42.4
yun-nan,bao-shan,long-ling,20150501,4,82.3
yun-nan,bao-shan,long-ling,20150601,5,70.7
yun-nan,bao-shan,long-ling,20150701,6,250.3
yun-nan,bao-shan,long-ling,20150801,7,347.8
yun-nan,bao-shan,long-ling,20150901,8,249.9
yun-nan,bao-shan,long-ling,20151001,9,266.2
yun-nan,bao-shan,long-ling,20151101,10,151.6
yun-nan,bao-shan,long-ling,20151201,11,15.3
yun-nan,bao-shan,long-ling,20151231,12,19.3
yun-nan,da-li,yun-long,20150201,1,33.8
yun-nan,da-li,yun-long,20150301,2,0.6
yun-nan,da-li,yun-long,20150401,3,6.4
yun-nan,da-li,yun-long,20150501,4,23.4
yun-nan,da-li,yun-long,20150601,5,1.3
yun-nan,da-li,yun-long,20150701,6,10.8
yun-nan,da-li,yun-long,20150801,7,167.5
yun-nan,da-li,yun-long,20150901,8,160
yun-nan,da-li,yun-long,20151001,9,78.9
yun-nan,da-li,yun-long,20151101,10,92
yun-nan,da-li,yun-long,20151201,11,9.9
yun-nan,da-li,yun-long,20151231,12,8.9
yun-nan,da-li,jian-chuan,20150201,1,11.6
yun-nan,da-li,jian-chuan,20150301,2,0.3
yun-nan,da-li,jian-chuan,20150401,3,0.3
yun-nan,da-li,jian-chuan,20150501,4,16.7
yun-nan,da-li,jian-chuan,20150601,5,9.9
yun-nan,da-li,jian-chuan,20150701,6,9.8
yun-nan,da-li,jian-chuan,20150801,7,122.8
yun-nan,da-li,jian-chuan,20150901,8,234.9
yun-nan,da-li,jian-chuan,20151001,9,67.5
yun-nan,da-li,jian-chuan,20151101,10,72.5
yun-nan,da-li,jian-chuan,20151201,11,7.6
yun-nan,da-li,jian-chuan,20151231,12,6.5
yun-nan,da-li,nan-jian,20150201,1,99.9
yun-nan,da-li,nan-jian,20150301,2,4.8
yun-nan,da-li,nan-jian,20150401,3,24.8
yun-nan,da-li,nan-jian,20150501,4,18.1
yun-nan,da-li,nan-jian,20150601,5,2.7
yun-nan,da-li,nan-jian,20150701,6,11.8
yun-nan,da-li,nan-jian,20150801,7,92.3
yun-nan,da-li,nan-jian,20150901,8,189.9
yun-nan,da-li,nan-jian,20151001,9,100.1
yun-nan,da-li,nan-jian,20151101,10,105.5
yun-nan,da-li,nan-jian,20151201,11,16.5
yun-nan,da-li,nan-jian,20151231,12,12.3
yun-nan,da-li,da-li,20150201,1,110.3
yun-nan,da-li,da-li,20150301,2,2.5
yun-nan,da-li,da-li,20150401,3,6.8
yun-nan,da-li,da-li,20150501,4,22.5
yun-nan,da-li,da-li,20150601,5,10.3
yun-nan,da-li,da-li,20150701,6,21.3
yun-nan,da-li,da-li,20150801,7,186.1
yun-nan,da-li,da-li,20150901,8,269.3
yun-nan,da-li,da-li,20151001,9,144.8
yun-nan,da-li,da-li,20151101,10,170
yun-nan,da-li,da-li,20151201,11,18.4
yun-nan,da-li,da-li,20151231,12,16.7
yun-nan,da-li,bin-chuan,20150201,1,68.9
yun-nan,da-li,bin-chuan,20150301,2,0
yun-nan,da-li,bin-chuan,20150401,3,0.1
yun-nan,da-li,bin-chuan,20150501,4,10.6
yun-nan,da-li,bin-chuan,20150601,5,0
yun-nan,da-li,bin-chuan,20150701,6,16.8
yun-nan,da-li,bin-chuan,20150801,7,160.9
yun-nan,da-li,bin-chuan,20150901,8,169.1
yun-nan,da-li,bin-chuan,20151001,9,32.2
yun-nan,da-li,bin-chuan,20151101,10,74.7
yun-nan,da-li,bin-chuan,20151201,11,6.5
yun-nan,da-li,bin-chuan,20151231,12,2.5
yun-nan,da-li,wei-shan,20150201,1,88.2
yun-nan,da-li,wei-shan,20150301,2,3.9
yun-nan,da-li,wei-shan,20150401,3,23.6
yun-nan,da-li,wei-shan,20150501,4,19.6
yun-nan,da-li,wei-shan,20150601,5,3.5
yun-nan,da-li,wei-shan,20150701,6,44.3
yun-nan,da-li,wei-shan,20150801,7,136.5
yun-nan,da-li,wei-shan,20150901,8,171.6
yun-nan,da-li,wei-shan,20151001,9,61.1
yun-nan,da-li,wei-shan,20151101,10,117.8
yun-nan,da-li,wei-shan,20151201,11,11.8
yun-nan,da-li,wei-shan,20151231,12,10.8
yun-nan,da-li,mi-du,20150201,1,87.2
yun-nan,da-li,mi-du,20150301,2,1.9
yun-nan,da-li,mi-du,20150401,3,8.2
yun-nan,da-li,mi-du,20150501,4,33.1
yun-nan,da-li,mi-du,20150601,5,5.3
yun-nan,da-li,mi-du,20150701,6,15.6
yun-nan,da-li,mi-du,20150801,7,171.1
yun-nan,da-li,mi-du,20150901,8,284.4
yun-nan,da-li,mi-du,20151001,9,108.7
yun-nan,da-li,mi-du,20151101,10,144.6
yun-nan,da-li,mi-du,20151201,11,16.2
yun-nan,da-li,mi-du,20151231,12,19.2
yun-nan,da-li,yong-ping,20150201,1,73.5
yun-nan,da-li,yong-ping,20150301,2,1.7
yun-nan,da-li,yong-ping,20150401,3,10.9
yun-nan,da-li,yong-ping,20150501,4,36.6
yun-nan,da-li,yong-ping,20150601,5,0.8
yun-nan,da-li,yong-ping,20150701,6,24.7
yun-nan,da-li,yong-ping,20150801,7,211.6
yun-nan,da-li,yong-ping,20150901,8,242.8
yun-nan,da-li,yong-ping,20151001,9,105
yun-nan,da-li,yong-ping,20151101,10,117.8
yun-nan,da-li,yong-ping,20151201,11,13.9
yun-nan,da-li,yong-ping,20151231,12,11.7
yun-nan,da-li,er-yuan,20150201,1,47.4
yun-nan,da-li,er-yuan,20150301,2,1.7
yun-nan,da-li,er-yuan,20150401,3,4.9
yun-nan,da-li,er-yuan,20150501,4,9.4
yun-nan,da-li,er-yuan,20150601,5,4.1
yun-nan,da-li,er-yuan,20150701,6,8.4
yun-nan,da-li,er-yuan,20150801,7,152.4
yun-nan,da-li,er-yuan,20150901,8,279.6
yun-nan,da-li,er-yuan,20151001,9,94.7
yun-nan,da-li,er-yuan,20151101,10,153.4
yun-nan,da-li,er-yuan,20151201,11,13
yun-nan,da-li,er-yuan,20151231,12,6.6
yun-nan,da-li,yang-pi,20150201,1,59.9
yun-nan,da-li,yang-pi,20150301,2,4.6
yun-nan,da-li,yang-pi,20150401,3,11.8
yun-nan,da-li,yang-pi,20150501,4,17.1
yun-nan,da-li,yang-pi,20150601,5,3.1
yun-nan,da-li,yang-pi,20150701,6,19.5
yun-nan,da-li,yang-pi,20150801,7,134.3
yun-nan,da-li,yang-pi,20150901,8,221.6
yun-nan,da-li,yang-pi,20151001,9,181.2
yun-nan,da-li,yang-pi,20151101,10,124
yun-nan,da-li,yang-pi,20151201,11,9.4
yun-nan,da-li,yang-pi,20151231,12,13.1
yun-nan,da-li,xiang-yun,20150201,1,62.9
yun-nan,da-li,xiang-yun,20150301,2,0.5
yun-nan,da-li,xiang-yun,20150401,3,3.5
yun-nan,da-li,xiang-yun,20150501,4,9
yun-nan,da-li,xiang-yun,20150601,5,0.3
yun-nan,da-li,xiang-yun,20150701,6,5.8
yun-nan,da-li,xiang-yun,20150801,7,134.1
yun-nan,da-li,xiang-yun,20150901,8,235.7
yun-nan,da-li,xiang-yun,20151001,9,69.6
yun-nan,da-li,xiang-yun,20151101,10,109.5
yun-nan,da-li,xiang-yun,20151201,11,11.5
yun-nan,da-li,xiang-yun,20151231,12,13.5
yun-nan,da-li,he-qing,20150201,1,15.8
yun-nan,da-li,he-qing,20150301,2,0
yun-nan,da-li,he-qing,20150401,3,1.2
yun-nan,da-li,he-qing,20150501,4,13.9
yun-nan,da-li,he-qing,20150601,5,4.8
yun-nan,da-li,he-qing,20150701,6,20.6
yun-nan,da-li,he-qing,20150801,7,115.6
yun-nan,da-li,he-qing,20150901,8,279.2
yun-nan,da-li,he-qing,20151001,9,204
yun-nan,da-li,he-qing,20151101,10,111.7
yun-nan,da-li,he-qing,20151201,11,5.7
yun-nan,da-li,he-qing,20151231,12,5.2
yun-nan,de-hong,de-hong,20150201,1,75.3
yun-nan,de-hong,de-hong,20150301,2,0
yun-nan,de-hong,de-hong,20150401,3,50
yun-nan,de-hong,de-hong,20150501,4,70.4
yun-nan,de-hong,de-hong,20150601,5,23.4
yun-nan,de-hong,de-hong,20150701,6,282.7
yun-nan,de-hong,de-hong,20150801,7,301.2
yun-nan,de-hong,de-hong,20150901,8,165.4
yun-nan,de-hong,de-hong,20151001,9,111.9
yun-nan,de-hong,de-hong,20151101,10,105.9
yun-nan,de-hong,de-hong,20151201,11,11.5
yun-nan,de-hong,de-hong,20151231,12,16.6
yun-nan,de-hong,liang-he,20150201,1,73.9
yun-nan,de-hong,liang-he,20150301,2,0
yun-nan,de-hong,liang-he,20150401,3,7.8
yun-nan,de-hong,liang-he,20150501,4,74.2
yun-nan,de-hong,liang-he,20150601,5,55
yun-nan,de-hong,liang-he,20150701,6,221
yun-nan,de-hong,liang-he,20150801,7,273.3
yun-nan,de-hong,liang-he,20150901,8,171.4
yun-nan,de-hong,liang-he,20151001,9,136.7
yun-nan,de-hong,liang-he,20151101,10,82.6
yun-nan,de-hong,liang-he,20151201,11,5.2
yun-nan,de-hong,liang-he,20151231,12,16.8
yun-nan,de-hong,rui-li,20150201,1,71.7
yun-nan,de-hong,rui-li,20150301,2,0.2
yun-nan,de-hong,rui-li,20150401,3,4.3
yun-nan,de-hong,rui-li,20150501,4,69.1
yun-nan,de-hong,rui-li,20150601,5,49.5
yun-nan,de-hong,rui-li,20150701,6,347
yun-nan,de-hong,rui-li,20150801,7,386.8
yun-nan,de-hong,rui-li,20150901,8,131.5
