num,id,Province,Place,time,ph,sol,amm,per,toc,Points,Result,Y,rain
42,133,Heilongjiang,Heihe,2015120800,6.75,9.63,7.3,9999,0.05,7,Clean,0,0
42,134,Shandong,Zaozhuangtaierzhuang,2015120800,7.23,6.96,4.8,9999,0.71,9,Clean,0,0
42,137,Henan,Nanyangtaocha,2015120800,7.11,10.95,5,9999,0.09,6,Clean,0,0
42,140,Yunnan,Xishuangbannaganlanba,2015120800,7.39,6.44,1.67,-1,0.17,6,Clean,0,10.8
42,142,Guangdong,Zhongshanhenglan,2015120800,7.19,9.4,1.6,9999,0.21,5,Clean,0,0
42,146,Yunnan,Honghezhouhekou,2015120800,8.43,8.04,1.76,2.68,0.28,5,Clean,0,0
42,147,Shandong,Linyizhongfangqiao,2015120800,7.92,12.48,4.3,5.3,0.13,6,Clean,0,0
42,149,Anhui,Chuzhouxiaoliuxiang,2015120800,7.95,9.19,-1,-1,0.3,4,Clean,0,0
42,150,Shandong,Linyilaogouqiao,2015120800,7.16,12.56,6.09,7.62,0.58,9,Clean,0,0
42,151,Anhui,Suzhousixiangongluqiao,2015120800,7.95,14.93,6.8,6.4,0.38,8,Clean,0,0
42,153,Jiangsu,Xuzhouxiaohongquan,2015120800,7.12,9.19,3.36,7.65,-1,4,Clean,0,0
42,154,Henan,Xinyanghuaibinshuiwenzhan,2015120800,7.53,10.21,0.2,3.5,0.25,5,Clean,0,0
42,155,Anhui,Bozhouyanji,2015120800,7.66,6.07,0.06,-1,0.63,7,Clean,0,0
42,156,Jiangsu,Lianyungangdaxingqiao,2015120800,8.12,9.82,3.97,6.56,1.79,12,Polluted,1,0
42,159,Anhui,Suzhouyangzhuang,2015120800,7.66,7.02,7.2,5.8,1.91,15,Polluted,1,0
42,162,Henan,Xinyangjiangjishuiwenzhan,2015120800,7.87,9.19,1,5.6,0.4,5,Clean,0,0
42,164,Jiangsu,Xuzhoulijiqiao,2015120800,7.53,8.46,4.38,7.64,2.07,15,Polluted,1,0
42,167,Guizhou,Chishuilianyuxi,2015120800,7.71,8.98,2.18,9999,0.18,6,Clean,0,0
42,168,Hubei,Ezhouqixing,2015120800,7.96,9.94,2.79,9999,0.31,6,Clean,0,0
42,173,Hunan,Changdepotou,2015120800,7.85,11.59,3.54,9999,0.12,5,Clean,0,0
42,175,Hunan,Changdeshahekou,2015120800,7.87,-1,1.1,9999,0.86,5,Clean,0,0
42,176,Hunan,Yiyangnanzui,2015120800,9.76,14,1.28,9999,0.4,14,Polluted,1,0
42,177,Yunnan,Yuxigushan,2015120800,8.79,7.79,0.52,9999,-1,3,Clean,0,0
42,178,Ningxia,Shizuishanmahuanggou,2015120800,8.26,8.2,0.96,9999,0.52,6,Clean,0,0
42,179,Gansu,Tianshuiniubei,2015120800,8.5,8.85,5.9,9999,0.28,7,Clean,0,0
42,180,Jilin,Jianshanghuolong,2015120800,8.8,-1,-1,9999,-1,1,Inconclusive,-,0
42,181,Qinghai,Huangshuiminheqiao,2015120800,8.59,9.7,0.33,9999,2.47,13,Polluted,1,0
42,182,Neimenggu,Hulunbeiercuogang,2015120800,7.18,5.12,5.1,9999,0.07,8,Clean,0,0
42,183,Neimenggu,Hulunbeierdatieqiao,2015120800,7.38,-1,5.8,9999,0.1,5,Clean,0,0
42,184,Hunan,Yiyangwanjiazui,2015120800,8.88,9.45,3.78,9999,-1,4,Clean,0,0
42,186,Jilin,Linjiangweishahe,2015120800,7.81,-1,2.88,9999,0.2,5,Clean,0,0
42,187,Jilin,Changbailvjiangcun,2015120800,7.26,17.2,2.67,9999,0.18,6,Clean,0,0
42,188,Jilin,Dunhuaxindian,2015120800,7.64,10.47,3.83,9999,0.17,6,Clean,0,0
42,189,Jilin,Xilangkou,2015120800,6.99,10.19,2,9999,0.32,5,Clean,0,0
42,190,Hainan,Changhuajiang,2015120800,7.04,7.49,1.43,9999,0.17,6,Clean,0,0
42,191,Heilongjiang,Hulin,2015120800,7.36,9.49,3.58,9999,0.3,6,Clean,0,0
42,192,Hainan,Haikoutieqiaocun,2015120800,7.52,7.7,4.08,9999,0.15,6,Clean,0,0
42,193,Jiangxi,Jiujiangduchang,2015120800,7.58,9.12,3.19,9999,0.26,6,Clean,0,0
42,195,Jilin,Songyuansonglin,2015120800,8.16,12.28,-1,9999,1.86,10,Polluted,1,0
42,196,Heilongjiang,Jiayin,2015120800,7.57,11.16,6.7,9999,0.25,8,Clean,0,0
42,197,Yunnan,Dalixiaoguanyi,2015120800,8.63,8.7,-1,9999,0.11,3,Clean,0,0.7
42,198,Xinjiang,Eerqisinanwanshuiwenzhan,2015120800,7.97,12.7,0.6,9999,0.04,4,Clean,0,0
42,203,Jiangxi,Shangraokangshan,2015120800,7.11,7.35,2.3,9999,0.2,7,Clean,0,0
42,206,Guangxi,Fangchenggangdongxing,2015120800,6.88,9.61,-1,0.8,0.46,4,Clean,0,0
42,207,Heilongjiang,Jixizhiyiqiao,2015120800,6.56,2.39,4.4,-1,0.19,14,Polluted,1,0
42,208,Heilongjiang,Jixidangbizhen,2015120800,7.39,11.87,3.8,-1,0.21,6,Clean,0,0
42,209,Yunnan,Kunmingdianchinanan,2015120800,9.61,11.6,4.11,28.5,0.27,16,Polluted,1,0
42,210,Yunnan,Kunmingluojiaying,2015120800,9.68,10.34,7.5,10.1,0.27,17,Polluted,1,0
42,212,Neimenggu,Hulunbeierbeierhu,2015120800,8.67,11.37,12.75,18.8,0.04,11,Polluted,1,0
42,214,Xicang,Linzhimirui,2015120800,8.57,7.75,0.69,1.75,-1,3,Clean,0,0
42,215,Heilongjiang,Fuyuan,2015120800,7.27,12.37,6.72,9999,0.24,8,Clean,0,0
42,216,Guangxi,Chongzuobajiaodianzhan,2015120800,8.12,9.05,1.16,0.96,-1,3,Clean,0,0
42,217,Yunnan,Baoshanhongqiqiao,2015120800,7.7,8.36,1.55,3.74,0.1,4,Clean,0,0
42,219,Yunnan,Dalierhaijinhezhan,2015120800,8.32,9.4,2.32,6.93,0.09,5,Clean,0,0
43,5,Zhongqing,Zhutuo,2015120804,8.21,9.9,1.07,9999,0.23,5,Clean,0,0
43,8,Zhejiang,Huzhouxintanggang,2015120804,7.39,7.77,2.91,9999,0.6,7,Clean,0,0
43,12,Henan,Jiyuanxiaolangdi,2015120804,8.57,9.33,2.01,9999,0.27,6,Clean,0,0
43,14,Heilongjiang,Zhaoyuan,2015120804,-1,9.99,11.3,9999,1.2,13,Polluted,1,0
43,16,Hunan,Yueyangchenglingji,2015120804,7.54,8.52,2.41,9999,0.39,6,Clean,0,0
43,19,Jiangsu,Xuyi,2015120804,7.52,11.28,4.7,9999,0.33,7,Clean,0,0
43,20,Jiangsu,Peicang,2015120804,7.99,9.37,4.61,4.49,0.26,7,Clean,0,0
43,32,Anhui,Funanwangjiaba,2015120804,-1,-1,4.84,-1,-1,3,Clean,0,0
43,53,Beijing,Gubeikou,2015120804,8.43,10.65,3.18,9999,0.25,6,Clean,0,0
43,54,Tianjin,Guoheqiao,2015120804,7.72,7.5,-1,2.22,0.17,4,Clean,0,0
43,56,Anhui,Anqingwanhekou,2015120804,7.6,8.85,3.15,9999,0.19,6,Clean,0,0
43,57,Liaoning,Tielingzhuershan,2015120804,6.65,11.43,2.38,9.68,0.38,6,Clean,0,0
43,59,Anhui,Jieshouqidukou,2015120804,7.86,5.82,5.3,6.2,2.69,17,Polluted,1,0
43,60,Tianjin,Sanchakou,2015120804,7.41,9.74,5,9999,0.86,8,Clean,0,0
43,61,Liaoning,Panjinxingan,2015120804,6.61,10.24,2.74,4.93,0.75,7,Clean,0,0
43,62,Yunnan,Kunmingxiyuansuidao,2015120804,7.97,7.87,12.4,9999,0.22,12,Polluted,1,12.7
43,63,Guangdong,Guangzhouchangzhou,2015120804,7.11,4.5,2.28,9999,1.07,11,Polluted,1,0.2
43,66,Hebei,Zhangjiakoubahaoqiao,2015120804,7.16,10.62,-1,9999,0.76,5,Clean,0,0
43,67,Jilin,Changchunsonghuajiangcun,2015120804,7.26,8.83,3.3,9999,0.35,6,Clean,0,0
43,68,Jilin,Baichengbaishatan,2015120804,7.58,8.7,4.6,9999,0.28,7,Clean,0,0
43,69,Heilongjiang,Tongjiang,2015120804,6.7,5,-1,9999,0.41,6,Clean,0,0
43,70,Liaoning,Yingkouliaohegongyuan,2015120804,7.26,3.95,-1,-1,1.4,9,Clean,0,0
43,73,Beijing,Mentougouyanhecheng,2015120804,8.61,10.97,1.71,9999,0.13,4,Clean,0,0
43,74,Sichuan,Panzhihualongdong,2015120804,8.31,8.58,1.32,9999,-1,3,Clean,0,0
43,75,Hubei,Yichangnanjinguan,2015120804,7.88,9.14,-1,9999,0.09,3,Clean,0,0
43,76,Jiangxi,Jiujianghexishuichang,2015120804,7.65,9.31,2.13,9999,0.27,6,Clean,0,0
43,77,Jiangsu,Wuxishazhu,2015120804,7.39,12.57,3.72,9999,0.12,5,Clean,0,0
43,78,Anhui,Chaohuyuxikou,2015120804,7.82,9.84,3.63,4.59,0.26,6,Clean,0,0
43,79,Guangxi,Wuzhoujieshou,2015120804,7.03,9.4,-1,9999,0.18,4,Clean,0,0
43,80,Guangxi,Nanninglaokou,2015120804,8.28,8.41,1.51,9999,0.13,4,Clean,0,0
43,81,Gansu,Lanzhouxinchengqiao,2015120804,7.3,9.01,-1,9999,0.38,4,Clean,0,0
43,83,Neimenggu,Baotouhuajiangyingzi,2015120804,7.55,12.3,5.3,9999,0.33,7,Clean,0,0
43,84,Shanxi,Yunchenghejindaqiao,2015120804,7.81,9.13,8.4,21.2,-1,6,Clean,0,0
43,85,Shandong,Jinanbokou,2015120804,8.67,12.58,2.76,9999,0.24,6,Clean,0,0
43,97,Zhejiang,Jiaxingwangjiangjing,2015120804,7.11,4.42,6.02,6.07,1.54,17,Polluted,1,0
43,103,Jiangsu,Suzhouxishan,2015120804,8.44,6.95,3.3,9999,0.22,7,Clean,0,0
43,104,Zhejiang,Hangzhoujiukengkou,2015120804,7.42,10.38,1.17,9999,0.12,4,Clean,0,0
43,105,Anhui,Hefeihubin,2015120804,7.49,10.57,4.07,9999,1.44,9,Clean,0,0
43,106,Anhui,Huaibeixiaowangqiao,2015120804,8.82,17.64,8.07,9999,0.11,7,Clean,0,0
43,109,Anhui,Bangbubangbuzha,2015120804,7.25,10.04,3.46,9999,0.37,6,Clean,0,0
43,110,Hunan,Changshaxingang,2015120804,7.58,8.22,2.05,9999,-1,4,Clean,0,0
43,111,Jiangsu,Yixinglanshanzui,2015120804,7.7,10.39,4.03,9999,0.21,7,Clean,0,0
43,112,Jiangsu,Yangzhousanjiangying,2015120804,7.21,10.05,2.4,9999,0.14,5,Clean,0,0
43,113,Ningxia,Zhongweixindun,2015120804,8.78,10.29,0.5,9999,-1,3,Clean,0,0
43,114,Jiangxi,Jiujianghamashi,2015120804,7.26,10.19,4.9,9999,0.38,7,Clean,0,0
43,115,Shandong,Linyiqingquansi,2015120804,7.41,8.12,-1,9999,0.47,4,Clean,0,0
43,116,Liaoning,Fushundahuofangshuiku,2015120804,7.68,11.75,2.08,9999,0.03,5,Clean,0,0
43,118,Sichuan,Luzhoutuojiangerqiao,2015120804,7.89,7.73,-1,9999,0.13,3,Clean,0,0
43,121,Neimenggu,Wuhaihaibowan,2015120804,8.33,9.48,3.24,9999,0.37,6,Clean,0,0
43,122,Henan,Zhoukoushenqiuzha,2015120804,7.1,6.84,4.63,4.33,1.11,10,Polluted,1,0
43,123,Jiangxi,Nanchangchucha,2015120804,5.84,6.83,2.19,-1,0.13,15,Polluted,1,0
43,124,Yunnan,Kunmingguanyinshan,2015120804,9.18,8.07,9.96,9999,1.45,19,Polluted,1,0
43,126,Guangxi,Guigangshizui,2015120804,7.58,8.31,0.7,9999,0.36,5,Clean,0,0
43,127,Guangxi,Pingxiangpingerguan,2015120804,7.73,9.35,2.6,9999,0.09,5,Clean,0,0
43,128,Fujian,Fuzhoubaiyantan,2015120804,6.86,6.13,1.44,9999,-3,4,Clean,0,0
43,129,Shanghai,Qingpujishuigang,2015120804,7.7,6.32,3.25,9999,1.68,13,Polluted,1,0
43,131,Guangxi,Guilinyangshuo,2015120804,8.35,7.5,1.58,9999,0.15,4,Clean,0,0
43,132,Liaoning,Liaoyangtangheshuiku,2015120804,-1,-1,1.2,9999,-1,1,Inconclusive,-,0
43,134,Shandong,Zaozhuangtaierzhuang,2015120804,7.19,6.85,4.78,9999,0.71,9,Clean,0,0
43,135,Liaoning,Dandongyalvjiangqiao,2015120804,7.45,12.37,2.13,2.03,-1,4,Clean,0,0
43,137,Henan,Nanyangtaocha,2015120804,7.37,11.01,6.2,9999,0.17,8,Clean,0,0
43,138,Shandong,Liaochengchenggouwan,2015120804,-1,-1,9999,-1,0.53,3,Clean,0,0
43,140,Yunnan,Xishuangbannaganlanba,2015120804,7.34,6.23,1.6,-1,0.2,6,Clean,0,11
43,142,Guangdong,Zhongshanhenglan,2015120804,7.31,9.55,1.6,9999,0.18,5,Clean,0,0
43,144,Heilongjiang,Fuyuanwusuzhen,2015120804,6.73,11.17,3.48,-1,0.17,6,Clean,0,0
43,147,Shandong,Linyizhongfangqiao,2015120804,7.74,11.72,6,7.5,0.14,6,Clean,0,0
43,149,Anhui,Chuzhouxiaoliuxiang,2015120804,7.97,9.24,3,3.6,0.3,6,Clean,0,0
43,150,Shandong,Linyilaogouqiao,2015120804,7.18,12.22,6.86,8.59,0.49,8,Clean,0,0
43,151,Anhui,Suzhousixiangongluqiao,2015120804,7.92,14.52,6.9,6.5,0.34,8,Clean,0,0
43,152,Jiangsu,Sihongdaqu,2015120804,7.8,10.01,2.43,4.66,0.4,6,Clean,0,0
43,153,Jiangsu,Xuzhouxiaohongquan,2015120804,7.02,9.27,3.39,7.69,-1,4,Clean,0,0
43,154,Henan,Xinyanghuaibinshuiwenzhan,2015120804,7.63,10.28,7.9,6.5,0.19,8,Clean,0,0
43,155,Anhui,Bozhouyanji,2015120804,7.64,5.91,0.06,-1,0.63,8,Clean,0,0
43,156,Jiangsu,Lianyungangdaxingqiao,2015120804,8.12,10.1,3.91,6.33,1.18,8,Clean,0,0
43,159,Anhui,Suzhouyangzhuang,2015120804,7.66,7.24,7.1,5.7,0.28,9,Clean,0,0
43,161,Anhui,Fuyangzhangdaqiao,2015120804,7.67,5.65,2.7,3.2,0.14,7,Clean,0,0
43,162,Henan,Xinyangjiangjishuiwenzhan,2015120804,7.92,9.25,1,5.2,0.4,5,Clean,0,0
43,164,Jiangsu,Xuzhoulijiqiao,2015120804,7.52,8.44,4.38,7.37,2.09,15,Polluted,1,0
43,166,Anhui,Fuyangxuzhuang,2015120804,8.44,11.44,5.18,6.09,0.35,7,Clean,0,0
43,167,Guizhou,Chishuilianyuxi,2015120804,7.67,9.41,2.28,9999,0.2,6,Clean,0,0
43,168,Hubei,Ezhouqixing,2015120804,7.88,9.44,3.29,9999,0.29,6,Clean,0,0
43,173,Hunan,Changdepotou,2015120804,7.84,10.17,3.18,9999,0.13,5,Clean,0,0
43,175,Hunan,Changdeshahekou,2015120804,7.86,-1,0.89,9999,1.02,6,Clean,0,0
43,176,Hunan,Yiyangnanzui,2015120804,9.75,14.1,1.53,9999,0.34,14,Polluted,1,0
43,177,Yunnan,Yuxigushan,2015120804,8.78,7.79,0.52,9999,0.06,4,Clean,0,0
43,178,Ningxia,Shizuishanmahuanggou,2015120804,8.27,8.5,0.88,9999,0.47,5,Clean,0,0
43,179,Gansu,Tianshuiniubei,2015120804,8.5,8.93,6.5,9999,0.24,8,Clean,0,0
43,180,Jilin,Jianshanghuolong,2015120804,8.73,-1,0.53,9999,-1,2,Inconclusive,-,0
43,181,Qinghai,Huangshuiminheqiao,2015120804,8.53,9.61,0.73,9999,2.43,13,Polluted,1,0
43,182,Neimenggu,Hulunbeiercuogang,2015120804,7.18,5.12,5.1,9999,0.08,8,Clean,0,0
43,183,Neimenggu,Hulunbeierdatieqiao,2015120804,7.36,-1,4.4,9999,0.12,5,Clean,0,0
43,184,Hunan,Yiyangwanjiazui,2015120804,8.88,9.7,4.7,9999,-1,5,Clean,0,0
43,185,Heilongjiang,Huma,2015120804,8.28,11.52,-1,9999,0.43,4,Clean,0,0
43,186,Jilin,Linjiangweishahe,2015120804,7.77,0.1,2.8,9999,0.23,15,Polluted,1,0
43,187,Jilin,Changbailvjiangcun,2015120804,7.21,17,2.67,9999,0.18,6,Clean,0,0
43,188,Jilin,Dunhuaxindian,2015120804,7.61,10.19,4.01,9999,0.18,7,Clean,0,0
43,189,Jilin,Xilangkou,2015120804,6.99,10.23,1.72,9999,0.35,5,Clean,0,0
43,191,Heilongjiang,Hulin,2015120804,7.34,9.44,3.5,9999,0.28,6,Clean,0,0
43,192,Hainan,Haikoutieqiaocun,2015120804,7.5,7.8,4.36,9999,0.15,6,Clean,0,0
43,193,Jiangxi,Jiujiangduchang,2015120804,7.54,9.09,3.66,9999,0.24,6,Clean,0,0
43,194,Yunnan,Dehonggazhongqiao,2015120804,7.32,8.06,1.05,9999,0.3,5,Clean,0,0
43,195,Jilin,Songyuansonglin,2015120804,8.15,12.14,-1,9999,1.95,10,Polluted,1,0
43,196,Heilongjiang,Jiayin,2015120804,7.52,10.58,6.6,9999,0.22,8,Clean,0,0
43,197,Yunnan,Dalixiaoguanyi,2015120804,8.61,8.64,-1,9999,0.24,4,Clean,0,0.9
43,198,Xinjiang,Eerqisinanwanshuiwenzhan,2015120804,7.97,12.7,1,9999,0.21,5,Clean,0,1.4
43,201,Jilin,Changchunnanlou,2015120804,7.42,1.41,11.39,9999,14.05,29,Polluted,1,0
43,203,Jiangxi,Shangraokangshan,2015120804,7.14,8.52,2.2,9999,0.22,6,Clean,0,0
43,204,Heilongjiang,Jiamusijiangxindao,2015120804,7.29,11.89,5.91,-1,0.27,7,Clean,0,0
43,206,Guangxi,Fangchenggangdongxing,2015120804,6.83,9.57,-1,0.6,0.16,4,Clean,0,0
43,207,Heilongjiang,Jixizhiyiqiao,2015120804,6.56,2.17,5.3,-1,0.14,13,Polluted,1,0
43,208,Heilongjiang,Jixidangbizhen,2015120804,7.36,11.87,3.7,-1,0.2,6,Clean,0,0
43,209,Yunnan,Kunmingdianchinanan,2015120804,9.52,11.13,4.89,30.4,0.2,16,Polluted,1,0
43,210,Yunnan,Kunmingluojiaying,2015120804,9.67,10.26,6.2,10.6,0.32,17,Polluted,1,0
43,212,Neimenggu,Hulunbeierbeierhu,2015120804,8.67,11.2,12.59,18.3,0.04,11,Polluted,1,0
43,213,Heilongjiang,Mohebeijicun,2015120804,7.86,11.37,4.33,5.56,0.12,6,Clean,0,0
43,214,Xicang,Linzhimirui,2015120804,8.55,7.82,0.85,1.9,-1,3,Clean,0,0
43,215,Heilongjiang,Fuyuan,2015120804,7.29,12.39,6.8,9999,0.25,8,Clean,0,0
43,216,Guangxi,Chongzuobajiaodianzhan,2015120804,8.12,9,0.96,1.17,-1,3,Clean,0,0
43,217,Yunnan,Baoshanhongqiqiao,2015120804,7.68,8.41,1.56,4.32,0.11,4,Clean,0,0
43,218,Heilongjiang,Haerbinhulanhetieluqiao,2015120804,6.73,4.91,6.6,9999,2.49,19,Polluted,1,0
43,219,Yunnan,Dalierhaijinhezhan,2015120804,8.27,9,2.45,5.76,0.07,5,Clean,0,0
44,12,Henan,Jiyuanxiaolangdi,2015120808,8.59,8.89,1.52,9999,0.28,5,Clean,0,0
44,14,Heilongjiang,Zhaoyuan,2015120808,-1,8.17,7.35,9999,1.16,9,Clean,0,0
44,18,Jiangsu,Nanjinglinshan,2015120808,8.21,9.39,2.79,9999,0.16,6,Clean,0,0
44,19,Jiangsu,Xuyi,2015120808,7.52,11.28,4.7,9999,0.33,7,Clean,0,0
44,20,Jiangsu,Peicang,2015120808,8.03,9.41,4.54,4.38,0.25,7,Clean,0,0
44,32,Anhui,Funanwangjiaba,2015120808,-1,-1,5.34,-1,-1,3,Clean,0,0
44,54,Tianjin,Guoheqiao,2015120808,7.7,7.26,-1,2.28,0.19,5,Clean,0,0
44,56,Anhui,Anqingwanhekou,2015120808,7.59,8.87,3.15,9999,0.21,6,Clean,0,0
44,58,Anhui,Huainanshitoubu,2015120808,7.65,10.49,4.3,9999,0.13,6,Clean,0,3.3
44,59,Anhui,Jieshouqidukou,2015120808,7.86,5.79,5.5,6.5,2.74,17,Polluted,1,0
44,60,Tianjin,Sanchakou,2015120808,7.43,9.65,4.99,9999,0.81,8,Clean,0,0
44,62,Yunnan,Kunmingxiyuansuidao,2015120808,7.94,7.4,11.3,9999,0.2,13,Polluted,1,20.7
44,63,Guangdong,Guangzhouchangzhou,2015120808,7.13,4.83,1.9,9999,0.76,9,Clean,0,0.3
44,64,Guangdong,Qingyuanqixinggang,2015120808,7.55,11.39,0.89,0.73,0.31,5,Clean,0,0
44,66,Hebei,Zhangjiakoubahaoqiao,2015120808,7.53,9.23,1.54,9999,0.69,6,Clean,0,0
44,67,Jilin,Changchunsonghuajiangcun,2015120808,7.22,9.06,3.33,9999,0.46,6,Clean,0,0
44,68,Jilin,Baichengbaishatan,2015120808,7.64,8.63,4.6,9999,0.26,7,Clean,0,0
44,72,Hebei,Shijiazhuanggangnanshuiku,2015120808,9,12.25,1.3,2,0.04,4,Clean,0,0
44,73,Beijing,Mentougouyanhecheng,2015120808,8.64,11.01,1.87,9999,0.1,4,Clean,0,0
44,74,Sichuan,Panzhihualongdong,2015120808,8.31,8.62,1.41,9999,-1,3,Clean,0,0
44,76,Jiangxi,Jiujianghexishuichang,2015120808,7.61,10.36,2.33,9999,0.31,6,Clean,0,0
44,77,Jiangsu,Wuxishazhu,2015120808,7.38,12.72,3.71,9999,0.14,5,Clean,0,0
44,78,Anhui,Chaohuyuxikou,2015120808,7.83,10.25,3.49,4.41,0.2,6,Clean,0,0
44,80,Guangxi,Nanninglaokou,2015120808,8.3,8.4,1.58,9999,0.16,5,Clean,0,1.7
44,81,Gansu,Lanzhouxinchengqiao,2015120808,7.18,8.4,-1,9999,0.34,4,Clean,0,0
44,83,Neimenggu,Baotouhuajiangyingzi,2015120808,7.56,12.38,5.2,9999,0.33,7,Clean,0,0
44,84,Shanxi,Yunchenghejindaqiao,2015120808,7.81,8.4,1.6,14.2,-1,3,Clean,0,0
44,85,Shandong,Jinanbokou,2015120808,8.68,12.44,2.44,9999,0.23,6,Clean,0,0
44,103,Jiangsu,Suzhouxishan,2015120808,8.44,7,3.2,9999,0.17,7,Clean,0,0
44,104,Zhejiang,Hangzhoujiukengkou,2015120808,7.42,10.32,1.19,9999,0.09,4,Clean,0,0
44,105,Anhui,Hefeihubin,2015120808,7.58,11.55,4.04,9999,1.08,9,Clean,0,0
44,106,Anhui,Huaibeixiaowangqiao,2015120808,8.75,18.36,7.99,9999,0.11,7,Clean,0,0
44,108,Shanxi,Xinzhouwanjiazhai,2015120808,6.81,6.66,2.78,9999,-1,5,Clean,0,0
44,109,Anhui,Bangbubangbuzha,2015120808,7.26,9.9,3.48,9999,0.37,6,Clean,0,0
44,111,Jiangsu,Yixinglanshanzui,2015120808,7.85,10.85,3.68,9999,0.16,6,Clean,0,0
44,112,Jiangsu,Yangzhousanjiangying,2015120808,7.15,10.05,3.3,9999,0.17,6,Clean,0,0
44,113,Ningxia,Zhongweixindun,2015120808,8.77,10.38,0.5,9999,-1,3,Clean,0,0
44,114,Jiangxi,Jiujianghamashi,2015120808,7.26,10.04,3.27,9999,0.26,6,Clean,0,0
44,115,Shandong,Linyiqingquansi,2015120808,7.4,8.08,-1,9999,0.33,4,Clean,0,0
44,116,Liaoning,Fushundahuofangshuiku,2015120808,7.68,11.77,2.07,9999,0.03,5,Clean,0,0
44,119,Sichuan,Leshanminjiangdaqiao,2015120808,7.7,9.18,3.01,9999,0.47,6,Clean,0,0
44,121,Neimenggu,Wuhaihaibowan,2015120808,8.33,9.54,3.29,9999,0.37,6,Clean,0,0
44,122,Henan,Zhoukoushenqiuzha,2015120808,8.13,6.48,4.53,4.22,1.19,10,Polluted,1,0
44,123,Jiangxi,Nanchangchucha,2015120808,5.84,6.79,2.09,-1,0.11,15,Polluted,1,0
44,124,Yunnan,Kunmingguanyinshan,2015120808,9.18,8.25,8.91,9999,1.35,19,Polluted,1,0
44,126,Guangxi,Guigangshizui,2015120808,7.62,8.36,0.56,9999,0.38,5,Clean,0,0
44,127,Guangxi,Pingxiangpingerguan,2015120808,7.83,9.41,2.42,9999,0.09,5,Clean,0,0.2
44,128,Fujian,Fuzhoubaiyantan,2015120808,6.81,5.93,1.45,9999,-3,5,Clean,0,0
44,129,Shanghai,Qingpujishuigang,2015120808,7.71,7.29,3.72,9999,1.55,13,Polluted,1,0
44,131,Guangxi,Guilinyangshuo,2015120808,8.38,7.54,1.68,9999,0.2,5,Clean,0,0
44,132,Liaoning,Liaoyangtangheshuiku,2015120808,-1,-1,1.29,9999,-1,1,Inconclusive,-,0
44,133,Heilongjiang,Heihe,2015120808,6.76,9.48,7,9999,0.04,7,Clean,0,0
44,134,Shandong,Zaozhuangtaierzhuang,2015120808,7.22,7.01,4.82,9999,0.67,9,Clean,0,0
44,135,Liaoning,Dandongyalvjiangqiao,2015120808,7.48,11.73,2.89,2.5,-1,4,Clean,0,0
44,137,Henan,Nanyangtaocha,2015120808,7.38,11.01,5.8,9999,1.17,9,Clean,0,0
44,138,Shandong,Liaochengchenggouwan,2015120808,-1,-1,9999,-1,0.53,3,Clean,0,0
44,140,Yunnan,Xishuangbannaganlanba,2015120808,7.31,6.1,1.46,-1,0.19,6,Clean,0,6.2
44,142,Guangdong,Zhongshanhenglan,2015120808,7.29,9.59,1.69,9999,0.18,5,Clean,0,0
44,144,Heilongjiang,Fuyuanwusuzhen,2015120808,6.73,11.1,3.78,-1,0.12,5,Clean,0,0
44,146,Yunnan,Honghezhouhekou,2015120808,8.43,7.92,1.98,3.11,0.34,5,Clean,0,0.8
44,147,Shandong,Linyizhongfangqiao,2015120808,7.68,11.41,4.3,5.4,0.17,7,Clean,0,0
44,149,Anhui,Chuzhouxiaoliuxiang,2015120808,7.97,10.89,3,3.5,-1,4,Clean,0,0
44,150,Shandong,Linyilaogouqiao,2015120808,7.39,13.82,7.36,9.21,0.21,8,Clean,0,0
44,151,Anhui,Suzhousixiangongluqiao,2015120808,7.9,14.17,6.7,6.1,0.34,8,Clean,0,0
44,152,Jiangsu,Sihongdaqu,2015120808,7.95,10.27,3.16,5.29,0.42,6,Clean,0,0
44,153,Jiangsu,Xuzhouxiaohongquan,2015120808,6.97,9.15,3.39,7.66,-1,4,Clean,0,0
44,154,Henan,Xinyanghuaibinshuiwenzhan,2015120808,7.62,10.61,0.4,3.5,0.19,5,Clean,0,0
44,155,Anhui,Bozhouyanji,2015120808,7.64,5.83,0.06,-1,2.36,15,Polluted,1,0
44,156,Jiangsu,Lianyungangdaxingqiao,2015120808,8.12,10.23,3.91,6.31,1.18,8,Clean,0,0
44,158,Sichuan,Guangyuanqingfengxia,2015120808,8.64,8.42,1.19,1.44,0.13,4,Clean,0,0.4
44,159,Anhui,Suzhouyangzhuang,2015120808,7.64,6.74,7.3,5.9,0.32,9,Clean,0,0
44,161,Anhui,Fuyangzhangdaqiao,2015120808,7.67,5.48,2.6,3,0.14,7,Clean,0,0
44,162,Henan,Xinyangjiangjishuiwenzhan,2015120808,8.04,9.3,0.9,4.8,0.4,5,Clean,0,0
44,164,Jiangsu,Xuzhoulijiqiao,2015120808,7.49,8.39,4.26,7.38,0.77,8,Clean,0,0
44,166,Anhui,Fuyangxuzhuang,2015120808,8.48,12.01,5.69,6.68,0.36,7,Clean,0,0
44,167,Guizhou,Chishuilianyuxi,2015120808,7.65,9.49,2.18,9999,0.14,5,Clean,0,0
44,168,Hubei,Ezhouqixing,2015120808,7.9,9.73,3.09,9999,0.29,6,Clean,0,0
