ID,Date,PH,PH rank,Solubility,Solubility Rank,Ammonium,Ammonium rank,Permanganate,Permanganate rank,Total Organic Carbon,TOC rank,Points,Result,Y
18,20-12-2015 04:00,8.41,¢Ò,10.56,¢Ò,5.93,¢Û,9999,-,0.17,"¢Ú
",7,Clean,0
18,20-12-2015 08:00,8.43,¢Ò,10.6,¢Ò,2.88,¢Ú,9999,-,0.23,"¢Ú
",6,Clean,0
18,20-12-2015 12:00,8.48,¢Ò,10.57,¢Ò,2.63,¢Ú,9999,-,0.28,"¢Ú
",6,Clean,0
18,20-12-2015 16:00,8.37,¢Ò,10.6,¢Ò,2.78,¢Ú,9999,-,0.22,"¢Ú
",6,Clean,0
18,20-12-2015 20:00,8.35,¢Ò,10.67,¢Ò,3.38,¢Ú,9999,-,0.16,"¢Ú
",6,Clean,0
18,21-12-2015 00:00,8.34,¢Ò,10.75,¢Ò,2.53,¢Ú,9999,-,0.14,"¢Ò
",5,Clean,0
18,21-12-2015 04:00,8.34,¢Ò,10.85,¢Ò,4.74,¢Û,9999,-,0.17,"¢Ú
",7,Clean,0
18,21-12-2015 08:00,8.36,¢Ò,10.8,¢Ò,3.57,¢Ú,9999,-,0.19,"¢Ú
",6,Clean,0
18,21-12-2015 12:00,8.43,¢Ò,10.78,¢Ò,3.56,¢Ú,9999,-,0.3,"¢Ú
",6,Clean,0
18,21-12-2015 16:00,8.37,¢Ò,10.83,¢Ò,4.07,¢Û,9999,-,0.19,"¢Ú
",7,Clean,0
18,21-12-2015 20:00,8.34,¢Ò,11,¢Ò,4.22,¢Û,9999,-,0.17,"¢Ú
",7,Clean,0
18,22-12-2015 00:00,8.34,¢Ò,11.14,¢Ò,3.38,¢Ú,9999,-,0.17,"¢Ú
",6,Clean,0
18,22-12-2015 04:00,8.33,¢Ò,11.21,¢Ò,3.38,¢Ú,9999,-,0.18,"¢Ú
",6,Clean,0
18,22-12-2015 08:00,8.31,¢Ò,11.24,¢Ò,3.09,¢Ú,9999,-,0.17,"¢Ú
",6,Clean,0
18,22-12-2015 12:00,8.32,¢Ò,11.27,¢Ò,3.09,¢Ú,9999,-,0.15,"¢Ò
",5,Clean,0
18,22-12-2015 16:00,8.45,¢Ò,10.04,¢Ò,3.69,¢Ú,9999,-,0.49,"¢Ú
",6,Clean,0
18,22-12-2015 20:00,8.46,¢Ò,9.8,¢Ò,5.34,¢Û,9999,-,0.18,"¢Ú
",7,Clean,0
18,23-12-2015 00:00,8.46,¢Ò,10.43,¢Ò,4.93,¢Û,9999,-,0.17,"¢Ú
",7,Clean,0
18,23-12-2015 04:00,8.46,¢Ò,10.78,¢Ò,6.57,¢Ù,9999,-,0.15,"¢Ò
",7,Clean,0
18,23-12-2015 08:00,8.49,¢Ò,10.7,¢Ò,4.97,¢Û,9999,-,0.2,"¢Ú
",7,Clean,0
18,23-12-2015 12:00,8.5,¢Ò,9.89,¢Ò,1.39,¢Ò,9999,-,0.22,"¢Ú
",5,Clean,0
18,23-12-2015 16:00,8.54,¢Ò,9.79,¢Ò,0.8,¢Ò,9999,-,0.23,"¢Ú
",5,Clean,0
18,23-12-2015 20:00,8.49,¢Ò,9.94,¢Ò,2.49,¢Ú,9999,-,0.21,"¢Ú
",6,Clean,0
18,24-12-2015 16:00,8.52,¢Ò,10.35,¢Ò,1.86,¢Ò,9999,-,0.25,"¢Ú
",5,Clean,0
18,24-12-2015 20:00,8.46,¢Ò,10.41,¢Ò,1.93,¢Ò,9999,-,0.16,"¢Ú
",5,Clean,0
18,25-12-2015 00:00,8.46,¢Ò,10.43,¢Ò,1.1,¢Ò,9999,-,0.19,"¢Ú
",5,Clean,0
18,25-12-2015 04:00,8.46,¢Ò,10.55,¢Ò,-1,-,9999,-,0.18,"¢Ú
",4,Clean,0
18,25-12-2015 08:00,8.44,¢Ò,10.56,¢Ò,1.35,¢Ò,9999,-,0.22,"¢Ú
",5,Clean,0
18,25-12-2015 12:00,8.47,¢Ò,10.53,¢Ò,1.25,¢Ò,9999,-,0.17,"¢Ú
",5,Clean,0
18,25-12-2015 16:00,8.48,¢Ò,10.62,¢Ò,1.68,¢Ò,9999,-,0.16,"¢Ú
",5,Clean,0
18,25-12-2015 20:00,8.45,¢Ò,10.55,¢Ò,1.85,¢Ò,9999,-,0.2,"¢Ú
",5,Clean,0
18,26-12-2015 00:00,8.45,¢Ò,10.69,¢Ò,1.75,¢Ò,9999,-,0.22,"¢Ú
",5,Clean,0
18,26-12-2015 04:00,8.45,¢Ò,10.75,¢Ò,1.17,¢Ò,9999,-,0.22,"¢Ú
",5,Clean,0
18,26-12-2015 08:00,8.44,¢Ò,10.84,¢Ò,1.38,¢Ò,9999,-,0.2,"¢Ú
",5,Clean,0
18,26-12-2015 12:00,8.5,¢Ò,10.84,¢Ò,-1,-,9999,-,0.2,"¢Ú
",4,Clean,0
18,26-12-2015 16:00,8.51,¢Ò,10.87,¢Ò,-1,-,9999,-,0.19,"¢Ú
",4,Clean,0
18,26-12-2015 20:00,8.45,¢Ò,10.87,¢Ò,-1,-,9999,-,0.21,"¢Ú
",4,Clean,0
18,27-12-2015 00:00,8.44,¢Ò,10.91,¢Ò,0.52,¢Ò,9999,-,0.21,"¢Ú
",5,Clean,0
18,27-12-2015 04:00,8.43,¢Ò,10.9,¢Ò,0.52,¢Ò,9999,-,0.2,"¢Ú
",5,Clean,0
18,27-12-2015 08:00,8.46,¢Ò,10.91,¢Ò,1.82,¢Ò,9999,-,0.19,"¢Ú
",5,Clean,0
18,27-12-2015 12:00,8.52,¢Ò,10.97,¢Ò,0.69,¢Ò,9999,-,0.22,"¢Ú
",5,Clean,0
18,27-12-2015 16:00,8.48,¢Ò,11.1,¢Ò,1.78,¢Ò,9999,-,0.22,"¢Ú
",5,Clean,0
18,27-12-2015 20:00,8.44,¢Ò,11.17,¢Ò,1.71,¢Ò,9999,-,0.21,"¢Ú
",5,Clean,0
18,28-12-2015 00:00,8.44,¢Ò,11.29,¢Ò,1.71,¢Ò,9999,-,0.2,"¢Ú
",5,Clean,0
18,28-12-2015 04:00,8.44,¢Ò,11.32,¢Ò,-1,-,9999,-,0.19,"¢Ú
",4,Clean,0
18,28-12-2015 08:00,8.45,¢Ò,11.34,¢Ò,2.02,¢Ú,9999,-,0.22,"¢Ú
",6,Clean,0
18,28-12-2015 12:00,8.54,¢Ò,9.77,¢Ò,0.5,¢Ò,9999,-,0.26,"¢Ú
",5,Clean,0
18,28-12-2015 16:00,8.49,¢Ò,9.83,¢Ò,-1,-,9999,-,0.19,"¢Ú
",4,Clean,0
18,28-12-2015 20:00,8.43,¢Ò,9.81,¢Ò,4.06,¢Û,9999,-,0.2,"¢Ú
",7,Clean,0
18,29-12-2015 00:00,8.43,¢Ò,9.68,¢Ò,0.48,¢Ò,9999,-,0.24,"¢Ú
",5,Clean,0
18,29-12-2015 04:00,8.43,¢Ò,9.78,¢Ò,1.13,¢Ò,9999,-,0.19,"¢Ú
",5,Clean,0
18,29-12-2015 08:00,8.43,¢Ò,9.84,¢Ò,0.5,¢Ò,9999,-,0.16,"¢Ú
",5,Clean,0
18,29-12-2015 12:00,8.51,¢Ò,9.88,¢Ò,1.18,¢Ò,9999,-,0.23,"¢Ú
",5,Clean,0
18,30-12-2015 04:00,8.43,¢Ò,10.41,¢Ò,1.84,¢Ò,9999,-,0.2,"¢Ú
",5,Clean,0
18,30-12-2015 08:00,8.47,¢Ò,10.51,¢Ò,1.5,¢Ò,9999,-,0.24,"¢Ú
",5,Clean,0
18,30-12-2015 12:00,8.47,¢Ò,9.75,¢Ò,-1,-,9999,-,0.24,"¢Ú
",4,Clean,0
18,30-12-2015 16:00,8.48,¢Ò,10.1,¢Ò,0.74,¢Ò,9999,-,0.26,"¢Ú
",5,Clean,0
18,30-12-2015 20:00,8.46,¢Ò,10.31,¢Ò,2.62,¢Ú,9999,-,0.24,"¢Ú
",6,Clean,0
18,31-12-2015 00:00,8.42,¢Ò,10.55,¢Ò,2.52,¢Ú,9999,-,0.19,"¢Ú
",6,Clean,0
18,31-12-2015 04:00,8.42,¢Ò,10.89,¢Ò,2.86,¢Ú,9999,-,0.21,"¢Ú
",6,Clean,0
18,31-12-2015 08:00,8.54,¢Ò,11.19,¢Ò,4.78,¢Û,9999,-,0.3,"¢Ú
",7,Clean,0
18,31-12-2015 12:00,8.53,¢Ò,11.13,¢Ò,4.78,¢Û,9999,-,0.31,"¢Ú
",7,Clean,0
18,31-12-2015 16:00,8.53,¢Ò,11.17,¢Ò,4.78,¢Û,9999,-,0.3,"¢Ú
",7,Clean,0
18,31-12-2015 20:00,8.43,¢Ò,11.45,¢Ò,2.88,¢Ú,9999,-,0.21,"¢Ú
",6,Clean,0
